"","Z036","Z034","Z035","Z037","Z038","Z039","Z074","Z067","Z040","Z041","Z042","Z043","Z044","Z045","Z046","Z047","Z048","Z077","Z049","Z051","Z052","Z054","Z055","Z056","Z057","Z058","Z076","Z078","Z059","Z060","Z061","Z062","Z063","Z065","Z068","Z079","Z069","Z071"
"2011/2/9",0,0,2.8,5.5,0,85.7,0,0,0,0,0,0,0,0,0,0,0,0,110.6,0,2.8,174.3,2.8,0,0,0,0,0,0,0,0,0,27.7,0,0,0,0,0
"2011/3/9",0,0,0,0,0,89.4,0,0,0,0,0,0,0,0,0,0,0,0,50.6,0,3,92.3,14.9,0,0,0,0,0,0,0,0,0,98.3,0,0,0,0,0
"2011/4/13",3.1,0,0,3.2,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,6.4,261.2,0,0,0,0,0,0,0,0,0,0,34.4,3.2,9.6,0,0,0
"2011/5/11",0,6.2,2,0,0,0,0,0,0,0,0,0,0,0,4.1,35.4,0,0,2,0,8.2,319.6,0,0,2.1,0,0,0,0,0,0,0,16.5,0,10.5,0,74.9,0
"2011/6/8",0,73.4,210.6,0,0,16,0,0,0,0,0,0,0,0,0,783,0,0,6.4,0,24.5,220.2,0,0,0,0,0,0,0,0,0,0,24.5,24.5,0,0,220.2,0
"2011/7/6",0,44.3,0,55.3,0,2.8,0,0,0,0,0,0,0,0,0,99.6,0,0,22.1,0,210.2,1294.5,0,110.6,0,0,0,0,0,0,0,0,674.9,154.9,0,0,99.6,0
"2011/8/10",0,0,0,6.2,0,0,0,0,18.5,0,0,0,0,0,0,43.2,0,0,74,4.3,0,98.7,0,135.7,12.3,0,0,0,0,0,0,0,148.1,43.2,0,0,6.2,0
"2011/9/7",0,0,0,0,0,8,0,0,0,0,0,0,10.6,0,0,17,0,0,53.2,19.1,0,12.8,0,180.9,0,0,0,0,0,0,0,0,46.8,2.1,0,0,10.6,0
"2011/10/12",0,8.1,34.4,0,0,0,0,0,0,0,0,0,18.2,0,0,38.4,0,0,14.1,0,0,105.1,0,18.2,0,0,0,0,0,0,0,0,206.2,0,103.1,0,64.7,0
"2011/11/9",0,48.9,71.8,0,0,15.4,0,1.1,9.8,0,0,0,9.8,0,0,48.9,0,0,127.2,0.6,0,186,0,0,0,0,0,0,0,0,0,0,861.3,0,78.3,0,58.7,0
"2011/12/7",0,16.9,7.7,0,0,206.4,0,4.3,0,0,0,0,0,0,0,33.8,0,0,0,0,0,231.2,0,0,0,0,0,0,0,0,0,0,1043.1,0,0.6,0,0,0
"2012/1/11",0,0,0,0,0,34.7,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,269.1,0,0,0,0,0,0,0,0,0,0,204.7,0,22.6,0,0,0
"2012/2/8",0,0,0,0,0,68.7,0,0,0,0,0,0,0,0,0,0,0,0,22.1,0,0,27.7,0,0,0,0,0,0,0,0,0,0,1056.6,0,0,0,0,0
"2012/3/7",0.3,0,0,3,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,4.5,1,0,0,0,0,0,0,0,0,0,15.7,0,4,0,0,0
