"","K001","K002","K003","K178","K005","K215","K216","K006","K009","K010","K181","K182","K004","K011","K007","K012","K013","K183","K223","K031","K184","K188","K032","K033","K185","K186","K034","K035","K036","K187","K037","K038","K039","K023","K024","K017","K026","K027","K028","K029","K014","K019","K191","K016","K021","K018","K022","K015"
"2006/7/12",0,0,0,0,0,0,0,0,6177,734887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94007,0,403450,0,0,0,0,0,0,0,10989,0,0,0,0,0,0,0,0,0,0,0
"2006/8/9",0,0,0,0,0,0,0,0,14826,1840590,0,0,0,628,914489,0,0,0,0,0,0,0,0,0,0,0,52469,0,3334892,0,0,0,0,0,0,0,54945,0,0,0,0,0,0,0,0,0,0,0
"2006/9/13",2339,0,0,0,0,0,0,0,91287,175221,0,0,5812,0,360551,0,0,0,0,26854,0,0,1591,278372,0,0,36437,0,2748218,0,0,0,0,0,0,0,133699,0,0,3663,0,0,0,0,0,0,0,0
"2006/10/11",0,0,0,0,0,0,0,0,25372,594652,0,0,0,0,58999,0,0,0,0,0,0,0,0,74233,0,0,0,0,2143219,0,0,0,0,0,0,0,12820,0,0,12820,0,0,0,0,0,0,0,0
"2006/11/8",0,0,0,0,0,0,0,0,14757,28608,0,0,0,349,1507760,0,0,0,0,0,0,0,1591,132558,0,0,182183,0,2307722,0,0,0,1094,0,0,0,91575,0,0,0,0,0,0,0,0,0,0,0
"2006/12/13",0,526,0,0,0,0,0,0,284692,202756,0,0,0,314,619493,0,0,0,0,16112,0,0,0,0,0,0,1010024,0,1126326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16613,0
"2007/1/10",0,0,0,0,0,0,0,0,0,15933,0,0,0,0,223492,0,0,0,0,0,0,0,33978,6528,0,0,0,0,897541,0,0,0,0,0,0,10621,0,0,0,0,0,0,0,0,0,0,0,0
"2007/2/7",0,0,0,0,0,0,0,0,944,0,0,0,0,0,251428,0,0,0,0,0,0,0,0,0,0,0,0,0,954392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007/3/7",0,0,0,0,0,0,0,0,0,0,0,0,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007/4/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007/5/9",0,0,0,0,0,0,0,0,0,0,0,0,0,7339,0,0,419806,0,0,0,0,0,211418,694116,0,0,0,0,342431,0,0,0,0,0,0,426037,0,0,0,0,0,0,0,0,0,0,0,0
"2007/6/13",32635,0,0,0,0,0,0,0,0,167300,0,0,0,0,0,0,1101991,0,0,0,0,0,79282,97916,0,0,0,0,1607011,0,0,0,0,0,0,142012,0,0,0,0,0,0,0,0,0,0,0,0
"2007/7/11",7252,0,0,0,0,0,0,0,6291,514031,0,0,0,0,0,0,104951,0,0,0,0,0,37753,18495,0,0,0,0,1773110,0,0,0,1857,0,0,31862,85698,0,0,0,0,87095,0,181672,0,0,0,0
"2007/8/8",18131,0,0,0,0,0,0,0,1258,880083,0,0,0,0,0,0,52476,0,0,0,0,0,11326,147962,0,0,0,0,1336277,0,0,0,0,811083,0,97709,355035,31679,0,0,0,0,0,242230,0,0,0,0
"2007/10/10",0,0,6249,0,0,0,0,0,48443,342567,0,0,0,0,0,0,682185,0,0,0,0,0,0,44606,0,0,0,0,2871205,0,11697,0,0,0,0,39448,318307,31679,0,0,0,0,0,1150592,0,0,0,197689
"2007/11/7",7252,0,0,0,0,0,0,0,17615,326634,0,0,0,2202,0,0,209903,0,0,0,0,0,15101,21759,0,0,0,0,4210365,0,0,0,1486,0,0,0,134668,21119,0,0,0,0,0,0,0,0,0,0
"2007/12/12",0,0,0,0,0,0,0,0,0,79667,0,0,0,2202,0,0,0,0,0,0,0,0,22652,398192,0,0,0,0,6408864,0,0,0,0,0,0,223032,36728,0,0,0,0,0,0,0,0,0,0,0
"2008/1/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314854,0,0,0,0,0,45304,345970,0,0,0,0,5325584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008/2/13",0,0,0,0,0,0,0,0,0,0,0,0,0,4403,0,0,314854,0,0,0,0,0,0,574441,0,0,0,0,6907351,0,0,0,0,0,0,460629,0,0,0,0,0,0,0,0,0,0,0,0
"2008/3/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,167619,0,314854,0,0,0,0,0,0,378609,0,0,0,0,11446094,0,0,0,0,0,0,378699,0,0,0,0,0,0,0,0,0,0,0,0
"2008/5/7",0,0,0,0,0,0,0,0,0,6302,0,0,0,0,46603,0,0,0,0,0,0,0,0,0,0,0,0,0,6626377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212756,0,0,0,0
"2008/6/11",8853,0,0,0,0,0,0,0,0,25210,0,0,0,0,0,0,46603,0,0,0,0,0,0,0,0,0,0,0,4334882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230461,0,0,0,0
"2008/7/9",13279,0,0,0,0,0,0,0,0,1238431,0,0,0,122,0,0,0,0,0,0,0,0,16956,15096,0,0,0,0,1749418,0,0,0,0,0,0,0,13152,0,0,0,0,0,0,37001,0,0,0,0
"2008/8/6",2951,0,0,0,0,0,0,0,0,318272,0,0,0,1468,15534,0,0,0,0,0,0,0,3083,4923,0,0,0,0,816307,0,0,0,0,0,0,0,132613,0,115516,0,0,0,0,0,0,0,0,0
"2008/9/10",0,0,0,0,0,0,0,0,0,0,0,0,0,4770,0,0,0,0,0,0,0,0,917,0,0,0,0,0,59633,0,0,0,0,0,0,0,5555,0,0,0,0,0,0,0,0,0,0,0
"2008/10/8",0,0,0,0,0,0,0,0,0,7353,0,0,0,0,15534,0,0,0,0,0,0,0,0,985,0,0,0,0,227215,0,0,0,0,0,0,0,31126,0,0,0,0,0,0,0,0,0,0,0
"2008/11/12",0,0,0,0,0,0,0,0,0,6302,0,0,0,0,15534,0,0,0,0,0,0,0,0,0,0,0,0,0,1013031,0,0,0,495,0,0,70919,312460,0,0,0,0,0,0,0,0,0,0,0
"2008/12/10",0,0,0,0,0,0,0,0,0,6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058840,0,0,0,0,0,0,157255,201712,0,0,0,0,0,0,0,0,0,0,0
"2009/1/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,139810,0,0,0,0,0,0,0,0,0,0,0,0,0,6140524,0,0,0,0,0,0,70919,19728,0,0,0,0,0,0,0,0,0,0,0
"2009/2/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,46603,0,0,0,0,0,0,0,0,0,0,0,0,0,8343453,0,0,0,0,0,0,345343,0,0,0,0,0,0,0,0,0,0,0,0
"2009/3/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6118800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603110,0
"2009/4/8",0,0,0,0,0,0,0,0,13005,0,0,0,0,67512,746071,0,0,0,0,0,0,0,0,0,0,0,0,0,5325824,0,0,0,0,0,0,2632894,0,0,0,0,0,0,0,0,0,0,0,0
"2009/5/13",48450,0,0,0,0,0,0,0,0,0,0,0,0,5022,0,0,324386,0,0,0,0,0,0,0,0,0,0,0,5409262,0,0,0,0,0,0,1128383,0,0,0,0,0,0,0,0,0,0,0,0
"2009/6/10",129200,0,0,0,0,0,0,0,0,86739,0,0,0,0,3150076,0,0,0,0,0,0,0,0,0,0,0,0,0,1909061,0,0,0,0,0,0,0,37407,0,0,0,0,0,0,0,0,614133,0,0
"2009/8/12",0,0,0,0,0,0,0,0,0,3873338,0,0,0,186,0,0,0,0,0,0,0,0,0,5294,0,0,0,0,69774,0,0,0,0,0,0,88227,232650,0,0,0,0,0,0,0,0,0,0,0
"2009/9/9",91517,0,0,0,0,0,0,0,0,1239140,0,0,0,372,828967,0,0,0,0,0,0,0,0,4117,0,0,0,0,1247760,0,0,0,49705,0,0,337890,317002,0,89653,0,0,0,0,0,0,0,79685,0
"2009/10/7",37683,0,664,0,0,0,0,0,0,78345,0,0,0,0,165793,0,0,0,0,0,0,0,0,7647,0,0,0,0,1000748,0,0,0,0,0,0,9287,55128,0,10547,0,0,0,0,0,0,0,0,0
"2009/11/11",0,0,0,0,0,0,0,0,6502,8394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074136,0,0,0,8644,0,0,100247,41308,0,0,6121,0,0,0,0,0,42354,0,0
"2009/12/9",10767,0,0,0,0,0,0,0,13727,2798,0,0,0,2790,82897,0,0,0,0,0,0,0,0,0,0,0,0,0,1145908,0,0,0,0,0,0,49987,30293,0,0,0,0,0,0,0,0,0,0,0
"2010/1/14",10767,26582,0,0,0,0,0,0,45516,1865,0,0,0,0,248690,0,0,0,0,0,0,0,0,0,0,0,0,0,6117735,0,0,0,0,0,0,185742,13769,0,0,0,0,0,0,0,0,0,0,0
"2010/2/10",53833,0,0,0,0,0,0,0,65023,0,0,0,0,5022,0,0,180215,0,0,0,0,0,0,0,0,0,0,0,4356878,0,0,0,0,0,0,417920,0,0,0,0,0,0,0,0,0,0,0,0
"2010/3/10",0,59809,0,0,0,0,0,0,6502,0,0,0,0,53564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9475604,0,0,0,0,0,0,1051650,0,0,0,0,0,0,0,0,0,0,0,0
"2010/4/7",32300,0,0,0,0,0,0,0,0,0,0,0,0,5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366719,0,0,0,0,0,0,1615956,0,0,0,0,0,0,0,0,0,0,0,0
"2010/5/12",0,0,0,0,0,0,0,0,4335,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6537013,0,0,0,0,0,0,2006014,0,0,0,0,0,0,0,0,0,0,0,0
"2010/6/9",16150,0,0,0,0,0,0,0,69358,266702,0,0,0,0,1492141,0,0,0,0,0,0,0,0,0,0,0,0,0,2476324,0,0,0,0,0,0,459712,66093,0,0,0,0,0,0,70123,0,487071,0,0
"2010/7/7",0,0,0,0,0,0,0,0,14450,410311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010/8/18",306850,0,0,0,0,0,0,0,173394,5695120,0,0,0,0,746071,0,0,0,0,0,0,0,13819,58231,0,0,0,0,1551680,0,0,0,17289,0,0,102158,313942,0,234680,0,0,0,0,0,0,0,159371,0
"2010/9/8",5383,0,996,0,0,0,0,0,23119,1452502,0,0,0,0,248690,0,0,0,0,0,0,0,9213,7058,0,0,0,0,1046447,0,0,0,0,0,0,111445,128285,0,100200,0,0,0,0,23374,0,0,5508,111276
"2010/10/13",21533,0,664,0,0,0,0,0,84530,53163,0,0,0,1674,82897,0,0,0,0,0,0,0,0,0,0,0,0,0,926938,0,0,0,720,0,0,9287,5508,0,18458,0,0,0,0,0,0,0,0,0
"2010/11/10",0,0,0,0,0,0,0,0,80556,0,0,0,540,0,248690,0,0,0,0,0,0,0,0,1176,0,0,0,0,127575,0,0,0,15668,0,0,190386,49570,0,0,0,0,0,0,0,0,0,24785,0
"2010/12/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452512,0,0,0,0,0,0,60366,0,0,0,0,0,0,0,0,0,0,0,0
"2011/1/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4873,0,0,0,0,0,0,0,0,0,0,0,0,241999,0,0,0,5763,0,0,55723,0,0,0,0,0,0,0,0,0,0,0,0
"2011/2/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311331,0,0,0,0,0,0,682602,0,0,0,0,0,0,0,0,0,0,0,0
"2011/3/9",26917,0,0,0,0,0,0,0,36124,0,0,0,0,186,0,443,0,0,0,0,0,0,0,0,0,0,0,0,1492935,0,0,0,0,0,0,4443879,0,0,0,0,0,0,0,0,0,0,107403,0
"2011/4/13",10767,0,0,0,0,0,0,0,0,0,0,0,0,1116,0,9968,0,0,0,0,0,0,0,1656950,0,0,0,0,8539798,0,0,0,0,0,0,13791348,0,0,0,0,0,0,0,0,0,0,0,0
"2011/5/11",10767,0,0,0,0,0,0,0,2167,28800,0,0,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51489347,0,0,0,0,0,0,3426941,0,0,0,0,0,0,0,0,0,0,0,0
"2011/6/8",0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26342612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011/7/6",0,0,0,0,0,0,0,0,0,792001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811543,0,0,0,0,0,0,0,31102,0,0,0,0,0,0,0,0,0,0,0
"2011/8/10",0,0,0,0,0,0,0,0,0,92870461,0,0,0,0,0,0,0,0,0,0,0,0,4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011/9/7",0,0,0,0,0,0,0,0,0,6018209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011/10/12",5383,0,2656,0,0,0,0,0,54908,182400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551418,0,0,0,36018,0,0,0,49570,0,0,0,0,0,0,0,0,0,0,0
"2011/11/9",0,0,0,0,0,0,0,0,346788,0,0,0,0,2790,497380,5316,0,0,0,0,0,0,0,37056,0,0,0,0,1187528,0,0,0,1081,0,0,0,115663,0,0,0,0,0,0,0,0,0,0,0
"2011/12/7",0,0,31877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30586,0,0,0,0,0,0,0,0,0,0,0,51079,30293,0,0,0,0,0,0,0,0,0,0,0
"2012/1/11",0,0,31877,0,0,0,0,0,0,0,0,0,0,0,0,9304,0,0,0,0,0,0,0,249984,0,0,0,0,45669,0,0,0,0,0,0,886918,0,0,0,0,0,0,0,0,0,0,0,0
"2012/2/8",0,0,15938,0,0,0,0,0,0,43200,0,0,0,0,0,0,0,0,0,0,0,0,0,861120,0,0,0,0,97196,0,0,0,0,0,0,2173182,0,0,0,0,0,0,0,0,0,0,0,0
"2012/3/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079929,0,0,0,0,126538,0,0,0,0,0,0,1588095,0,0,0,0,0,0,0,0,0,0,0,0
