"","K001","K002","K003","K178","K005","K215","K216","K006","K009","K010","K181","K182","K004","K011","K007","K012","K013","K183","K223","K031","K184","K188","K032","K033","K185","K186","K034","K035","K036","K187","K037","K038","K039","K023","K024","K017","K026","K027","K028","K029","K014","K019","K191","K016","K021","K018","K022","K015"
"2007/11/7",29009,0,0,0,0,0,0,0,11744,46030,0,0,0,0,0,0,69968,0,0,0,0,0,0,159567,0,0,0,0,8977741,0,21834,0,0,0,0,105194,571320,0,126010,0,0,0,0,161487,0,0,0,0
"2007/12/12",0,0,0,0,0,0,0,0,2516,90289,0,0,0,0,0,0,209903,0,0,0,0,0,0,58750,0,0,0,0,8115064,0,65501,0,0,0,0,110454,391762,0,0,0,0,0,0,0,0,0,0,0
"2008/1/9",0,0,0,0,0,0,0,0,6711,7081,0,0,0,489,0,0,0,0,0,0,0,0,30203,707896,0,0,0,0,9518621,0,21834,0,0,0,0,101957,40809,0,0,0,0,0,0,0,0,0,0,0
"2008/2/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221943,0,0,0,0,10727815,0,42108,0,0,0,0,94675,0,0,0,0,0,0,0,0,0,0,0,0
"2008/3/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472282,0,0,0,0,0,0,447150,0,0,0,0,14311402,0,0,0,0,0,0,47337,0,0,0,0,0,0,0,0,0,0,0,0
"2008/5/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,46603,0,0,0,0,0,0,0,9249,0,0,0,0,0,4261705,0,0,0,0,0,0,157255,0,0,0,0,0,0,0,0,0,0,0,0
"2008/6/11",1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4975916,0,0,0,0,0,0,104836,0,0,0,0,0,32709,0,140245,0,0,0,0
"2008/7/9",17706,0,0,0,0,0,0,0,2353,40966,0,0,0,0,62138,0,0,0,0,0,0,0,10790,18706,0,0,0,0,698754,0,0,0,0,0,0,55502,0,0,0,0,0,0,0,11687,0,0,0,0
"2008/8/6",4426,0,0,0,0,0,0,0,0,2066852,0,0,0,0,0,0,0,0,0,0,0,0,41620,119126,0,0,0,0,2801423,0,0,0,0,0,0,194256,1400156,0,1347067,0,0,261676,0,0,0,0,0,0
"2008/9/10",4426,0,0,0,0,0,0,0,0,48319,0,0,0,122,0,0,0,0,0,0,0,0,7707,1641,0,0,0,0,1598045,0,0,0,0,0,0,481014,1040674,0,16768,0,0,0,0,0,0,0,16524,0
"2008/10/8",10328,0,0,0,0,0,0,0,0,52520,0,0,0,1223,31069,0,0,0,0,0,0,0,0,0,0,0,0,0,2060381,0,0,0,0,0,0,80169,491158,0,0,0,0,0,0,0,0,0,0,0
"2008/11/12",20656,0,0,0,0,0,0,0,0,101889,0,0,0,489,155345,0,0,0,0,0,0,0,0,0,0,0,0,0,6348934,0,0,0,0,0,0,52418,604370,0,0,0,0,0,0,0,0,0,0,0
"2008/12/10",0,0,0,0,0,0,0,0,0,53571,0,0,0,5871,372827,0,0,0,0,0,0,0,0,0,0,0,0,0,8568378,0,0,0,0,0,0,166505,249881,0,0,0,0,0,0,0,0,0,0,0
"2009/1/7",0,0,0,0,0,0,0,0,0,6302,0,0,0,9174,108741,0,0,0,0,0,0,0,0,0,0,0,0,0,10733910,0,0,0,0,0,0,101753,0,0,0,0,0,0,0,0,0,0,33047,0
"2009/2/12",4426,0,0,0,0,0,0,0,0,0,0,0,0,1101,186413,0,0,0,0,0,0,0,0,0,0,0,0,0,11128057,0,0,0,0,0,0,92503,0,0,0,0,0,0,0,0,0,0,0,0
"2009/3/12",0,0,0,0,0,0,0,0,0,0,0,0,0,2936,372827,0,0,0,0,0,0,0,0,0,0,0,0,0,6976735,0,0,0,0,0,0,693770,0,0,0,0,0,0,0,0,0,0,520493,0
"2009/4/8",0,0,0,0,0,0,0,0,0,0,0,0,0,8369,248690,0,0,0,0,0,0,0,0,0,0,0,0,0,10257045,0,0,0,0,0,0,1123739,0,0,0,0,0,0,0,0,0,0,0,0
"2009/5/13",32300,0,0,0,0,0,0,0,0,0,0,0,0,5022,994761,0,0,0,0,0,0,0,27639,0,0,0,0,0,2744760,0,0,0,0,0,0,1198036,0,0,0,0,0,0,0,0,0,0,0,0
"2009/6/10",59217,0,0,0,0,0,0,0,0,0,0,0,0,0,828967,0,0,0,0,0,0,0,0,0,0,0,0,0,1612215,0,0,0,4322,0,0,183561,57831,0,0,0,0,0,0,24812,0,952965,15937,0
"2009/8/12",0,0,0,0,0,0,0,0,0,5128890,0,0,0,0,0,0,0,0,0,0,0,0,13819,74113,0,0,0,0,1714913,0,0,0,0,0,0,550683,1176514,0,1423901,0,0,0,0,0,0,0,191245,0
"2009/9/9",253016,6645,0,0,0,0,0,0,0,1526358,0,0,0,0,3232973,0,0,0,0,0,0,0,4606,21175,0,0,0,0,3205832,0,0,0,6663,0,0,314676,284414,0,442991,0,0,0,0,0,0,0,366553,0
"2009/10/7",43067,0,9872,0,0,0,0,0,26009,55961,0,0,0,744,580277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,0,0,69928,147511,0,0,0,0,0,0,0,0,0,111560,0
"2009/11/11",37683,0,0,0,0,0,0,0,4335,46634,0,0,0,558,165793,0,144172,0,0,0,0,0,0,0,0,0,0,0,3386653,0,0,0,0,0,0,57636,175253,0,123932,0,0,0,0,0,0,0,0,0
"2009/12/9",26917,0,0,0,0,0,0,0,9392,65288,0,0,0,6695,0,0,360429,0,0,0,0,0,0,0,0,0,0,0,3996764,0,0,0,0,0,0,27861,128132,0,0,0,0,0,0,24812,0,0,0,0
"2010/1/14",32300,0,0,0,0,0,0,0,54186,0,0,0,0,6137,0,0,108129,0,0,0,0,0,0,0,0,0,0,0,6426025,0,0,0,0,0,0,116089,11016,0,0,0,0,0,0,0,0,0,0,166914
"2010/2/10",145350,19936,0,0,0,0,0,0,47683,5596,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4723974,0,0,0,0,0,0,338979,0,0,0,0,0,0,0,0,0,0,0,0
"2010/3/10",145350,59809,0,0,0,0,0,0,0,0,0,0,0,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14087762,0,0,0,0,0,0,782857,0,0,0,0,0,0,0,0,0,0,0,0
"2010/4/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12352,0,0,0,0,1567959,0,0,0,0,0,0,250752,0,0,0,0,0,0,0,0,0,0,0,0
"2010/5/12",5383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524083,0,0,0,0,2932372,0,0,0,0,0,0,1880638,0,0,0,0,0,0,0,0,0,0,0,0
"2010/6/9",64600,0,0,0,0,0,0,0,36846,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,185282,0,0,0,0,1973493,0,0,0,0,0,0,752255,0,0,0,0,0,0,0,0,0,127062,0,0
"2010/7/7",177650,0,0,0,0,0,0,0,4335,574436,0,0,0,558,248690,0,0,0,0,0,0,0,32245,102346,0,0,0,0,992107,0,0,0,0,0,0,116089,0,0,31642,0,0,0,0,0,0,0,0,0
"2010/8/18",21533,0,0,0,0,0,0,0,0,2067969,0,0,0,0,828967,0,0,0,0,0,0,0,32245,21175,0,0,0,0,1597222,0,0,0,0,0,0,287900,355250,0,530007,0,0,0,0,0,0,0,38555,792839
"2010/9/8",26917,0,664,0,0,0,0,0,0,467755,0,0,0,186,82897,0,108129,0,0,0,0,0,13819,14117,0,0,0,0,2217867,0,0,0,0,0,0,51079,187264,0,155574,0,0,96772,0,0,0,0,30293,0
"2010/10/13",5383,0,0,0,0,0,0,0,8670,11192,0,0,0,0,414484,0,0,0,0,0,0,0,0,0,0,0,0,0,1462439,0,0,0,0,0,0,32505,129993,0,0,0,0,58063,0,0,0,0,0,0
"2010/11/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,331587,0,0,0,0,0,0,0,0,0,0,0,0,0,735389,0,151893,0,0,0,0,0,99140,0,15821,0,0,0,0,0,0,0,0,0
"2010/12/8",0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161671,0,0,0,0,0,0,0,46816,0,0,0,0,0,0,0,0,0,0,0
"2011/1/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132782,0,0,0,0,0,0,185742,0,0,0,0,0,0,0,0,0,0,0,0
"2011/2/9",0,0,0,0,0,0,0,0,0,5596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298289,0,15650,0,0,0,0,561870,0,0,0,0,0,0,0,0,0,0,0,0
"2011/3/9",0,0,0,0,0,0,0,0,0,0,0,0,0,5022,0,0,0,0,0,0,0,0,0,7058,0,0,0,0,2342778,0,0,0,0,0,0,2256766,0,0,0,0,0,0,0,0,0,0,0,0
"2011/4/13",0,0,0,0,0,0,0,0,8670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778184,0,0,0,0,8000184,0,0,0,0,0,0,11910710,0,0,0,0,0,0,0,0,0,0,0,0
"2011/5/11",0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,27560838,0,0,0,0,0,0,1783124,0,0,0,0,0,0,0,0,0,0,0,0
"2011/6/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46717884,0,0,0,0,0,0,919423,0,0,0,0,0,0,0,0,0,0,0,0
"2011/7/6",5383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011/8/10",0,0,0,0,0,0,0,0,0,22578434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16524,0
"2011/9/7",0,0,1328,0,0,0,0,0,8670,2635203,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307315,0,0,0,0,0,0,9287,19277,0,0,0,0,0,0,0,0,0,623687,0
"2011/10/12",26917,0,0,0,0,0,0,0,40459,120000,0,0,0,186,0,0,0,0,0,0,0,0,0,1176,0,0,0,0,754244,0,0,0,3602,0,0,9287,143202,0,0,0,0,0,0,0,0,0,0,0
"2011/11/9",0,0,0,0,0,0,0,0,23119,24000,0,0,0,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671091,0,0,0,0,0,0,4644,11016,0,0,0,0,0,0,0,0,0,0,0
"2011/12/7",0,0,0,0,0,0,0,0,0,4800,0,0,0,930,414484,886,0,0,0,0,0,0,0,3529,0,0,0,0,99931,0,0,0,0,0,0,9287,30293,0,0,0,0,0,0,0,0,0,0,0
"2012/1/11",0,0,2656,0,0,0,0,0,0,0,0,0,0,0,82897,17278,0,0,0,0,0,0,0,0,0,0,0,0,283667,0,0,0,0,0,0,464355,27539,0,0,0,0,0,0,0,0,0,0,27819
"2012/2/8",0,0,7969,0,0,0,0,0,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095810,0,0,0,0,1811543,0,0,0,4322,0,0,1978153,0,0,0,0,0,0,0,0,0,0,0,0
"2012/3/7",64600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27246,0,0,0,0,0,0,0,1736356,0,0,0,0,1861253,0,0,0,0,0,0,1309482,0,0,0,0,0,0,0,0,0,0,8262,0
