"","Date","Station","Z002","Z003","Z004","Z005","Z006","Z007","Z008","Z009","Z011","Z010","Z080","Z012","Z013","Z014","Z015","Z018","Z019","Z020","Z021","Z022","Z023.1","Z023.2","Z023.3","Z024","Z025","Z026","Z027","Z028","Z030","Z032","Z036","Z034","Z035","Z037","Z038","Z039","Z074","Z067","Z040","Z041","Z042","Z043","Z044","Z045","Z046","Z047","Z048","Z077","Z049","Z051","Z052","Z054","Z055","Z056","Z057","Z058","Z076","Z078","Z059","Z060","Z061","Z062","Z063","Z065","Z068","Z079","Z069","Z071"
"390","2005/11/09",3,0,1.2,0,3.1,0.5,1.3,0,0,0,0,0,3.8,23.2,0,3.1,0,0,0,0,0,0,0,0,8,0,0,0,0,1.8,0,0,76.6,86.2,0,0,23.9,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,4.8,119.7,0,0,0,0,0,0,0,0,0,0,177.1,0,0,0,248.9,0
"391","2005/12/07",3,0,2.7,0,0.4,0.4,7.5,0,0,0,0,0,12.3,87.2,0,0.7,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,74.5,0
"392","2006/01/11",3,0,0,0,0,1.2,11.2,0,0,0,0,0,22.3,123.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5,0,0,0,0,0,0,0,0,1.2,0,33.9,0,0,0,0,0
"393","2006/02/08",3,0,0,0,0,0,4.8,0,0,0,0,0,12.7,88.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,0,1.1,0,0,0,0,0,0,1.1,0,14.9,0,0,0,0,0
"394","2006/03/08",3,0,0,0,0,0,3.4,0,0,0,0,0,9.4,99.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,1.2,0,2.3,0,0,0,0,0
"395","2006/04/12",3,0,0,0,0,0,11.5,0,0,0,0,0,13.8,96.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0
"396","2006/05/10",3,0,0,0,0,0,3.4,0,0,0,0,0,26.6,46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,0,17.9,0,0,0,11.9,0
"397","2006/06/07",3,0,0.7,0,1.7,0,1,0.7,0,0,0,0,30.4,109.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.4,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,245.7,0
"398","2006/07/12",3,0,5.5,0,9.7,0,0,0,0,0,0,0,1.4,109.3,0,0,0,0,0,0,0,0,0,0,106.5,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,102.3,0,1.4,0,0,0,0,0,0,0,0,13.8,0,0,0,8.3,0
"399","2006/08/09",3,0,2.1,0,7.4,0,0,1.1,0,0,0,0,3.2,69.1,0,0,0,0,0,0,0,0,0,0,56.4,0,0,0,0,12.8,0,0,0,39.9,0,0,79.8,0,8,0,0,0,0,0,0,55.9,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,252.7,0,5.3,0,127.7,0
"400","2006/09/13",3,0,2.3,0,0,0,0,0,0,0,1.2,0,14,60.9,11.7,0,0,0,0,0,0,0,0,0,39.8,0,0,0,0,17.6,0,6.4,12.8,4.3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9,0,0,0,172.3,0
"401","2006/10/11",3,0,2.6,0,0,0,0,0,0,0,1.3,0,3.8,67.7,0,3.8,0,0,0,0,0,0,0,0,43.4,0,0,0,0,5.1,0,0,4.3,23.4,0,0,31.9,0,8.5,0,0,0,0,0,0,0,0,0,0,6.4,0,0,46.8,0,0,4.3,0,0,0,0,0,0,0,117,4.3,0,0,427.7,0
"402","2006/11/08",3,0,5.5,0,13.8,0,1.4,0,0,0,1.4,0,12.4,49.8,1.4,19.4,0,0,0,0,0,1.4,0,0,23.5,0,0,0,0,6.9,0,0,102.1,16,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,6.4,481.9,0,0,0,0,0,0,0,0,0,0,73.4,0,0,0,153.2,0
"403","2006/12/13",3,0,2,0,0,0,5.2,0,0,0,0,0,12.4,53.4,0,0.6,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,16.6,0
"404","2007/01/10",3,0,0,0,0,0,4.5,0,0,0,0.4,0,11.1,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"405","2007/02/07",3,0,0,0,0,0,3.2,0,0,0,0,0,6.4,76.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0
"406","2007/03/07",3,0,0,0,0,0,3.8,0,0,0,0,0,14.4,121.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","2007/04/11",3,0,0,0,0,0,9.6,1.1,0,0,0,0,19.1,153.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,16,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0
"408","2007/05/09",3,0,0,0,0,0,4.3,0,0,0,0,0,27.7,208.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.2,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,226.6,0
"409","2007/06/13",3,0,1.5,0,9.4,0,4.3,0,0,0,0.4,0,16.1,247.5,0,0,0,0,0,0,0,2,0,0,15.6,0,0,0,0,0,0,0,66.3,0,47.3,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.2,0,0,0,0,0,0,66.3,0,0,0,378.7,0,795.3,0,1069.9,0
"410","2007/07/11",3,0,8,0,17.6,0,0,0,0,0,0,0,0,170.7,0,0,0,0,0,0,0,0,0,0,94.1,0,0,0,0,19.1,0,0,9.6,0,0,0,3.2,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,188.3,0,0,0,0,0,0,0,0,0,0,118.1,0,0,0,169.1,0
"411","2007/08/08",3,0,0.7,0,11.4,0,0,0,0,0,0,0,9.3,108,0,0,0,0,0,0,0,0,0,0,71.4,0,0,0,0,10.6,0,0,7.4,33.5,0,0,234.6,0,0,0,0,0,0,14.9,0,0,0,0,0,7.4,0,3.7,0,0,0,0,0,0,0,0,0,0,0,163.8,0,26.1,0,893.6,0
"413","2007/10/10",3,0,5.7,0,14.4,0,1,0,4.8,0,0,0,15.3,157.4,1.9,1.9,0,0,0,0,0,0,0,0,61.3,0,0,0,0,7.7,0,12.8,44.7,5.7,0,0,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.2,0,6.4,0,0,0,0,6.4,0,0,0,178.7,0,44.7,0,178.7,0
"414","2007/11/07",3,0,3.5,0,2.3,0,3.5,0,0,0,0,0,8.2,21.1,2.3,14,0,0,0,0,0,0,0,0,10.5,0,0,0,0,2.3,0,0,29.3,25.7,0,0,57.3,0,1.2,0,0,0,0,5.3,0,0,29.3,0,0,0,0,0,186.2,0,0,0,0,0,0,2.7,0,0,0,18.6,0,10.6,0,85.1,0
"415","2007/12/12",3,0,5.4,0,0,0,9.4,0,0,0,0,0,13.9,53.4,0,6.7,0,0,0,0,0,8.1,0,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7,0,0,0,0,0,0,0,0,0,0,6.4,0,40.4,0,29.8,0
"416","2008/01/09",3,0,0,0,0,2.8,3.4,0,0,0,0,0,14.7,116.7,0,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.7,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0,0,0
"417","2008/02/13",3,0,0,0,0,0,4.8,0,0,0,0,0,30.3,208.2,0,1.4,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.6,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0
"418","2008/03/12",3,0,0,0,0,0,12.2,0,0,0,0,0,17.6,65.4,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,137.2,0,1.1,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0
"420","2008/05/07",3,0,0,0,0,0,14.6,0,0,0,0,0,20.7,115.4,0,1.5,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,0,0,947.9,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,57.4,0
"421","2008/06/11",3,0,18.7,0,15.1,0,0,0,0,0,1.9,0,20.6,145.5,0,0,0,0,0,0,0,30.6,0,0,9.1,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.4,0,0,0,0,0,0,0,0,0,0,242,0,0,0,406.6,0
"422","2008/07/09",3,0,17.5,0,22.1,0,0,0,0,0,0,0,0,362.6,0,2.3,0,0,0,0,0,0,0,0,134.6,0,0,0,0,51.3,0,0,0,70.9,0,0,130.2,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,3.8,0
"423","2008/08/06",3,0,4.3,0,0,0,0,0,17,0,0,0,68.1,161.7,0,251.1,0,0,0,0,0,0,0,0,12.8,0,0,0,0,29.8,0,0,3.8,1,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,16.3,0,0,0,0,0,0,0,0,0,0,109.1,0,0,0,34.5,0
"424","2008/09/10",3,0,1.6,0,0,0,0,0,0,0,1.6,0,20.7,116.5,0,49.5,0,0,0,0,0,0,0,0,33.5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,43.4,0,0,0,2.6,0,0,114.9,0,10.2,0,0,0,0,0,0,0,0,178.7,0,0,0,15.3,0
"425","2008/10/08",3,0,2.2,0,0,0,0,0,2.3,0,2.3,0,33.6,97.4,0,51.4,0,0,0,0,0,3.6,0,0,22.1,0,0,0,0,3.6,0,0,0,102.8,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.1,0,0,0,0,0,0,0,0,0,0,66.1,0,0,0,73.4,0
"426","2008/11/12",3,0,2.5,0,4.3,0,3.4,0,0,0,0.9,0,6.8,22.1,0,60.6,0,0,0,0,0,7.8,0,0,12,0,0,0,1.6,0,0,0,4.3,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7,0,0,0,0,0,0,0,0,0,0,85.1,0,0,0,51.1,0
"427","2008/12/10",3,0,2,0,0,0,5.2,0,0,0,0,0,18.9,63.2,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,1,0
"428","2009/01/07",3,0,0,0,0,0,6.1,0,0,0,0,0,19.9,50.2,0,0.5,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,30.4,0,0,0,0,0,0,0,0,0,0,94.8,0,0,0,0,0
"429","2009/02/12",3,0,0,0,0,0,7.2,0,0,0,0,0,14.9,74.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,15.5,0,0,0,0,0,0,0,0,0,0,26.1,0,0,0,0,0
"430","2009/03/12",3,0,0,0,0,0,3.3,0,0,0,0,0,10.8,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,1.3,0,2.1,11.8,0,0,0,0,0,0,0,0,0,0,37.4,0,0,0,0,0
"431","2009/04/08",3,0,0,0,0,0,5.2,0,0,0,0,0,12.2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,2.7,35.2,0.7,0,0,0,0,0,0,0,0,0,65.1,0,0,0,0,0
"432","2009/05/13",3,0,0,0,0,0,8.1,0,0,0,0,0,31.4,174.4,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1039.1,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,43.4,0
"433","2009/06/10",3,0,1.3,0,3.8,0,2.6,0,0,0,0,0,44.7,160.9,0,0,0,0,0,0,0,14,0,0,46,0,0,0,0,2.6,0,0,6.4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,553.2,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,10.6,0
"435","2009/08/12",3,0,12.8,0,10.4,0,0,0,29.9,0,0,0,44.5,140.8,0,428,0,0,0,0,0,34.9,0,0,19.8,0,0,0,0,19.5,0,0,0,0,0,0,1.5,0,0,4,0,0,0,0,0,27.6,334.6,0,0,7.9,0,9.6,223.8,0,76,0,0,0,0,0,0,0,0,55.5,0,0,0,231.1,0
"436","2009/09/09",3,0,3.4,0,5.1,0,0,0,0,0,0,0,27.2,86.8,0,86.8,0,0,0,0,0,0,0,0,34,0,0,0,0,5.1,0,0,3.4,0,0,0,5.1,0,0,1.7,0,0,0,10.5,0,11.5,11.5,0,0,0,0,1.7,206,0,10.2,0,0,0,0,0,0,0,0,30.6,0,0,0,66.1,0
"437","2009/10/07",3,0,6.4,0,4.6,0,0,0,0.9,0,3.7,0,15.9,66.3,6.6,46.5,0,0,0,0,0,0,0,0,35.9,0,0,0,0,6.8,0,0,2.6,14,0,0,7.7,0,6.4,1.3,0,0,0,1.3,0,1.3,5.1,0,0,0,0,0,187.7,0,0,0,0,0,0,0,0,0,0,30.6,0,0,0,10.2,0
"438","2009/11/11",3,0,10.4,0,6.9,0,0.6,0,0,0,1.6,0,4.8,15.1,1.5,19.7,0,0,0,0,0,3.9,0,0,6.6,0,0,0,0,1.1,0,0,11.5,58.4,0,0,17.2,0,7.7,0,0,0,0,1.7,0,11.9,39.1,0,0,31.6,0,1,57.4,0,0,0,0,0,0,0,0,0,0,68,0,0,0,18.2,0
"439","2009/12/09",3,0,0.6,0,0,0,1.6,0,0,0,0,0,5.5,10.6,0,5.2,0,0,0,0,0,6.5,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,11.7,0,11.7,596.8,0,0,0,0,0,0,0,0,0,0,286.7,0,11.7,0,17.6,0
"440","2010/01/14",3,0,0,0,0,0,3.7,0,0,0,0,0,16.4,48.8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,108.5,1.3,0,0,0,0,0,0,0,0,0,60,0,3.8,0,0,0
"441","2010/02/10",3,0,0,0,0,0,3.4,0,0,0,0,0,17.1,37.7,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,1,47.9,0,0,0,0,0,0,0,0,0,0,97.7,0,2.9,0,0,0
"442","2010/03/10",3,0,0,0,0,0,6.4,0,0,0,0,0,14.6,119.7,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,1.4,0,0,99.6,0,0,0,0,0,0,0,0,0,0,36,0,9.7,0,0,0
"443","2010/04/07",3,0,0,0,0,0,7,0,0,0,0,0,12.3,118.8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,40.4,0,5.3,158.5,0,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,0
"444","2010/05/12",3,0,0,0,0,0,12.4,0,0,0,0,0,30.3,114.6,0,0,0,0,0,0,0,15.6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,1066.8,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,29.4,0
"445","2010/06/09",3,0,1.9,0,23.9,0,0,0,0,0,0,0,22,78.5,1,16.3,0,0,0,0,0,88.1,0,0,1,0,0,0,0,0,0,0,21.8,21.8,0,0,8.7,0,0,0,0,0,0,0,0,0,26.2,0,0,8.7,0,4.4,859.3,0,0,0,0,0,0,0,0,0,0,52.3,0,0,0,87.2,0
"446","2010/07/07",3,0,19,0,69.6,0,0,0,0,0,0,0,0,143.8,0,4.4,0,0,0,0,0,18.5,0,0,26.7,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2,8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.5,0
"447","2010/08/18",3,0,2.7,0,0,0,0,0,0,0,10.6,0,69.1,146.3,0,95.7,0,0,0,0,0,0,0,0,122.3,0,0,0,0,13.3,0,0,0,40.2,0,0,58.1,0,0,0,0,0,0,0,0,8.9,49.1,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,192.1,0,4.5,0,330.6,0
"448","2010/09/08",3,0,0,0,2.7,0,0,0,5.3,0,2.7,0,53.2,146.3,0,34.6,0,0,0,0,0,0,0,0,114.4,0,0,0,0,18.6,0,0,13.4,11.2,0,0,15.6,0,0,0,0,0,0,6.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.4,0,0,0,118.4,0
"449","2010/10/13",3,0,2.6,0,1.3,0,0,0,0,0,6.4,0,5.1,17.9,0,95.7,0,0,0,0,0,0,0,0,19.1,0,0,0,0,0,0,0,6.4,27.7,0,0,12.8,0,0,0,0,0,0,8.5,0,0,0,0,0,2.1,0,2.1,48.9,0,2.1,0,0,0,0,0,0,0,0,197.9,0,0,0,100,0
"450","2010/11/10",3,0,0,0,2.3,0,0,0,0,0,0.4,0,3.3,4.3,0,31,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,4.7,52.7,0,0,1.2,0,2.3,0,0,0,0,0,0,0,5.9,0,0,1.2,0,4.7,22.2,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,5.9,0
"451","2010/12/08",3,0,0,0,0,0,0,0,0,0,0,0,1.8,0.3,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,0,0,198.2,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0,0,201.1,0,0,0,0,0,0,0,0,0,0,499.8,0,14.4,0,0,0
"452","2011/01/12",3,0,0,0,0,0,0,0,0,0,0,0,1.3,5.1,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.8,0,0,0,0,0,0,0,0,0,31.3,0,0,0,0,0,268.1,0,0,0,0,0,0,0,0,0,0,1041.1,0,13.4,0,0,0
"453","2011/02/09",3,0,0,0,0,0,0,0,0,0,0,0,5.9,10.9,0,23.7,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2.8,5.5,0,85.7,0,0,0,0,0,0,0,0,0,0,0,0,110.6,0,2.8,174.3,2.8,0,0,0,0,0,0,0,0,0,27.7,0,0,0,0,0
"454","2011/03/09",3,0,0,0,0,0,2.9,0,0,0,0,0,4.5,16.5,0,10.1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4,0,0,0,0,0,0,0,0,0,0,0,0,50.6,0,3,92.3,14.9,0,0,0,0,0,0,0,0,0,98.3,0,0,0,0,0
"455","2011/04/13",3,0,0,0,0,0,7.4,0,0,0,0,0,19.8,91.6,0,29.1,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,3.1,0,0,3.2,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,6.4,261.2,0,0,0,0,0,0,0,0,0,0,34.4,3.2,9.6,0,0,0
"456","2011/05/11",3,0,0,0,0,0,10.4,0,0,0,0,0,13.1,146.9,0,36.3,0,0,0,0,0,50.1,0,0,0.5,0,0,0,0,0,0,0,6.2,2,0,0,0,0,0,0,0,0,0,0,0,4.1,35.4,0,0,2,0,8.2,319.6,0,0,2.1,0,0,0,0,0,0,0,16.5,0,10.5,0,74.9,0
"457","2011/06/08",3,0,2.2,0,3.4,0,3.2,0,0,0,0,0,172.3,233,0,370.2,0,0,0,0,0,92.6,0,0,3.2,0,0,0,1.7,0.6,0,0,73.4,210.6,0,0,16,0,0,0,0,0,0,0,0,0,783,0,0,6.4,0,24.5,220.2,0,0,0,0,0,0,0,0,0,0,24.5,24.5,0,0,220.2,0
"458","2011/07/06",3,0,58.1,0,11.1,0,0,0,0,0,0,0,157.7,532.4,0,553.2,0,0,11.1,0,0,143.8,0,0,16.6,0,0,0,0,47,0,0,44.3,0,55.3,0,2.8,0,0,0,0,0,0,0,0,0,99.6,0,0,22.1,0,210.2,1294.5,0,110.6,0,0,0,0,0,0,0,0,674.9,154.9,0,0,99.6,0
"459","2011/08/10",3,0,0,0,0,0,0,0,8.1,0,0,0,58.6,46.8,0,417,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,18.5,0,0,0,0,0,0,43.2,0,0,74,4.3,0,98.7,0,135.7,12.3,0,0,0,0,0,0,0,148.1,43.2,0,0,6.2,0
"460","2011/09/07",3,0,0,0,1,0,0,0,6.2,0,0,0,46.1,103.9,0,69.9,0,13.4,0,16.9,0,0,0,0,12.7,0,0,0,0,12.4,0,0,0,0,0,0,8,0,0,0,0,0,0,10.6,0,0,17,0,0,53.2,19.1,0,12.8,0,180.9,0,0,0,0,0,0,0,0,46.8,2.1,0,0,10.6,0
"461","2011/10/12",3,0,0,0,0,0,0,0,0,0,0,0,6.4,40.2,6.4,74.6,0,1.1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8.1,34.4,0,0,0,0,0,0,0,0,0,18.2,0,0,38.4,0,0,14.1,0,0,105.1,0,18.2,0,0,0,0,0,0,0,0,206.2,0,103.1,0,64.7,0
"462","2011/11/09",3,0,0.5,0,6.5,0,0,0,0,0,0,0,2.4,7,1.3,51.7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,48.9,71.8,0,0,15.4,0,1.1,9.8,0,0,0,9.8,0,0,48.9,0,0,127.2,0.6,0,186,0,0,0,0,0,0,0,0,0,0,861.3,0,78.3,0,58.7,0
"463","2011/12/07",3,0,0,0,0,0,0,0,0,0,0,0,0.4,1.9,0,4.9,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,16.9,7.7,0,0,206.4,0,4.3,0,0,0,0,0,0,0,33.8,0,0,0,0,0,231.2,0,0,0,0,0,0,0,0,0,0,1043.1,0,0.6,0,0,0
"464","2012/01/11",3,0,0,0,0,0,0,0,0,0,0,0,1.2,4.1,0.3,4.1,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,269.1,0,0,0,0,0,0,0,0,0,0,204.7,0,22.6,0,0,0
"465","2012/02/08",3,0,0,0,0,0,0,0.7,0,0,0,0,3.5,6.7,0,5.5,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.7,0,0,0,0,0,0,0,0,0,0,0,0,22.1,0,0,27.7,0,0,0,0,0,0,0,0,0,0,1056.6,0,0,0,0,0
"466","2012/03/07",3,0,0,0,0,0,0,0.3,0,0,0,0,1.6,5.3,0.4,2.8,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.3,0,0,3,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,4.5,1,0,0,0,0,0,0,0,0,0,15.7,0,4,0,0,0
