"","Date","Station","Z002","Z003","Z004","Z005","Z006","Z007","Z008","Z009","Z011","Z010","Z080","Z012","Z013","Z014","Z015","Z018","Z019","Z020","Z021","Z022","Z023.1","Z023.2","Z023.3","Z024","Z025","Z026","Z027","Z028","Z030","Z032","Z036","Z034","Z035","Z037","Z038","Z039","Z074","Z067","Z040","Z041","Z042","Z043","Z044","Z045","Z046","Z047","Z048","Z077","Z049","Z051","Z052","Z054","Z055","Z056","Z057","Z058","Z076","Z078","Z059","Z060","Z061","Z062","Z063","Z065","Z068","Z079","Z069","Z071"
"321","2000/02/09",9,0,0,0,0,4.7,0,0,0,0,0,0,12.9,105.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,21.1,0,0,0
"322","2000/03/08",9,0,0,0,0,5.7,0,0,0,0,0,0,15.1,86.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,9.3,0,21.5,0,0,0
"323","2000/04/12",9,0,0,0,0,12.4,0,0,0,0,0,0,20.7,148.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0
"324","2000/05/10",9,0,0,0,0,7.4,0,0,0,0,0,0,18.2,79.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,2.4,0
"325","2000/06/07",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","2000/07/12",9,0,0,0,0,0.2,0,0,0,0,0,0,0.3,10.4,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,0,0,0,178.1,0
"327","2000/08/09",9,0,0,0,0,3.8,0,0,0,0,0,0,11.1,35.3,0,0,0,0,0,0,0,0,0,0,57.9,0,0,0,0,12.3,0,0,18.3,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,35.7,0,0,0,73.2,0
"328","2000/09/13",9,6.9,0,0,12.4,4.1,0,0,0,0,0,0,23.5,185.3,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,16.6,0,0,36,1.4,1.4,0,40.1,0,12.4,0,0,0,0,0,0,0,0,0,0,1.4,0,0,33.2,0,0,0,0,0,0,0,0,0,0,76.1,0,0,0,78.8,0
"329","2000/10/11",9,4.4,0,0,0,0,0,0,0,0,0,0,1.8,190.5,0,0.9,0,0,0,0,0,0,0,0,15.8,0,0,0,0,2.6,0,0,12.3,0.9,0,0,6.1,0,9.7,0,0,0.9,0,0,0,0,0,0,0,0,0,2.6,50.9,0,0,0,0,0,0,0,0,0,0,43,0,0,0,160.6,0
"330","2000/11/08",9,9.8,0,0,0,0.6,0,0,0,0,0,0,10.3,21.3,0,3.4,0,0,0,0,0,0,0,0,4.6,0,0,0,0,1.1,0,0,8.6,1.7,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,7.5,48.8,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,9.8,0
"331","2000/12/13",9,3,0,0,0,5.1,0,0,0,0,0,0,4,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,0,0,0,0,0,0,0,0,0,0,57.6,0,0,0,10.1,0
"332","2001/01/10",9,0,0,0,0,9.6,0,0,0,0,0,0,26.3,129.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,77.8,0,0,0,0,0
"333","2001/02/07",9,0,0,0,0,7.7,0,0,0,0,0,0,13.6,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,0,0,0,0
"334","2001/03/07",9,0,0,0,0,7.7,0,0,0,0,0,0,7.7,93.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","2001/04/11",9,0,0,0,0,7.2,0,0,0,0,0,0,28.6,122.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,4.5,0,0,0,0,0,0,0,0,0,0,32.8,0,0,0,0,0
"336","2001/05/09",9,0,0,0,1.1,2.1,0,0,0,0,0,0,6.4,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,30.9,0,0,0,0,0
"337","2001/06/13",9,18.2,0,0,31.6,2.9,0,0,0,0,0,0,8.7,207.3,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,4.6,0
"338","2001/07/11",9,6.4,0,0,14.9,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,235.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","2001/08/08",9,6,0,0,8.9,43.2,0,0,0,0,0,0,67,156.4,0,0,0,0,0,0,0,0,0,0,49.1,0,0,0,0,8.9,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.4,0,0,0,0,0,0,0,0,0,0,93,0,0,0,26.9,0
"340","2001/09/12",9,1.1,0,0,2.1,6.4,0,0,0,0,0,0,27.7,152.1,0,0,0,0,0,0,0,1.1,0,0,85.1,0,0,0,0,1.1,0,0,14.9,0,0,0,1.1,0,0,1.1,0,0,0,6,0,0,0,0,0,3,0,0,238.3,0,6,0,0,0,0,0,0,0,0,29.8,0,0,0,154.9,0
"342","2001/11/07",9,0,0,0,0.9,3.4,0,0,0,0,0,0,10.2,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,14.5,0
"343","2001/12/12",9,0,0,0,0,5.7,0,0,0,0,0,0,7.3,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","2002/01/09",9,0,0,0,0,1.6,0,0,0,0,0,0,4.4,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","2002/02/13",9,0,0,0,0,1.9,0,0,0,0,0,0,1.9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","2002/03/13",9,0,0,0,0,3.4,0,0,0,0,0,0,7.7,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","2002/04/10",9,0,0,0,0,0,4,0,0,0,0,0,1.2,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","2002/05/08",9,0,0,0,0,0,0,0,0,0,0,0,1.8,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
"349","2002/06/12",9,0,0,0,1.1,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","2002/07/10",9,0,0,20.7,163.2,0,0,0,0,0,0,0,0,76.1,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","2002/08/07",9,0,2.3,0,3.5,0,0,0,0,0,0,0,2.3,159.1,0,0,0,0,0,0,0,0,0,0,38.6,0,0,0,0,24.6,0,0,1.2,0,7,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,3.5,59.7,0,1.2,0,0,0,0,0,0,0,0,0,0,110,0,50.3,0,12.9,0
"352","2002/09/11",9,0,3.4,0,8.5,0,0,0,0,0,0,0,8.5,323.4,0,25.5,0,0,0,0,0,0,0,0,98.7,0,0,0,0,20.4,0,0,23.8,0,0,0,13.6,0,6.8,0,0,0,1.7,1.7,0,0,0,0,0,0,0,6.8,40.9,0,3.4,0,0,0,0,0,0,0,0,74.9,0,15.3,0,51.1,0
"353","2002/10/09",9,0,5.3,0,1.1,4.3,0,0,0,0,0,0,16,148.9,0,2.1,0,0,0,0,0,0,0,0,31.9,0,0,0,0,8.5,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,37.2,0,0,0,0,0,0,0,0,0,0,79.8,0,7.4,0,2.1,0
"354","2002/11/13",9,0,2.6,0,0,0,0,0,0,0,0,0,6.3,13.1,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,16.2,0,1.9,0,0,0,0,0,0,0,0,22.8,0,4.9,0,6.8,0
"355","2002/12/11",9,0,3.8,0,0,0,0,0,0,0,0,0,1.9,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,12.4,0,1.3,0,0,0,0,0,0,0,0,52.9,0,2,0,2,0
"356","2003/01/08",9,0,0,0,0,0,0.7,0,0,0,0,0,9,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,10.5,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0
"357","2003/02/12",9,0,0,0,0,0,5.7,0,0,0,0,0,5.7,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,21.1,0,0,0,0,0
"358","2003/03/12",9,0,0,0,0,0,5.3,0,0,0,0,0,19.1,75.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,0,0,0,0,0
"359","2003/04/10",9,0,0,0,0,0,8.1,0,0,0,0,0,15.1,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.1,0,0,0,0,0
"360","2003/05/07",9,0,0,0,0,2.9,1.6,0,0,0,0,0,12.2,35.6,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,0,0,0,1.2,0
"361","2003/06/11",9,0,0.2,0,2.7,0,2.1,0,0,0,0,0,10.9,52.7,0,0,0,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,1.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,55.1,0
"362","2003/07/09",9,0,10.9,0,56.1,0,0,0,0,0,0,0,0,289.4,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.7,0,0,0,0,0,0,0,0,1.1,0,0,0,0.4,0
"363","2003/08/13",9,0,7.8,0,6.5,0,0,0,0,0,0,0,1.6,50.9,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6.4,0,0,0.8,0.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4.5,14.3,0,2.2,0,0,0,0,0,0,0,0,4.7,0,0,0,4.9,0
"364","2003/09/10",9,0,2.1,0,10.6,2.1,0,0,0,0,0,0,7.4,51.1,0,0,0,0,0,0,0,0,0,0,57.4,0,0,0,0,19.1,0,0,71.8,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,49.5,0,1.6,0,98.9,0
"365","2003/10/08",9,0,3.8,0,3.9,6,0,0,0,0,0,0,14.8,97,1.2,0,0,0,0,0,0,1.1,0,0,20.7,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,48.8,0,1.7,0,0.7,0,0,0,0,0,0,15.6,0,0,0,14.6,0
"366","2003/11/12",9,0,2.3,0,0.2,1.8,0.1,0,0,0,0,0,2.3,5.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
"367","2003/12/10",9,0,0.3,0,0,0.9,0.2,0,0,0,0,0,0.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
"368","2004/01/07",9,0,0,0,0,0.1,1.1,0,0,0,0,0,1.2,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
"369","2004/02/10",9,0,0.1,0,0,0,0.2,0,0,0,0,0,0.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","2004/03/10",9,0,0,0,0,0,0,0,0,0,0,0,50.2,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","2004/04/07",9,0,0,0,0,0,0.1,0,0,0,0,0,0.4,5,0,0.1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
"372","2004/05/12",9,0,0,0,0,0.2,0,0,0,0,0,0,1.3,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","2004/06/09",9,0,0.1,0.1,0.3,0.1,0.2,0,0,0,0,0,0.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","2004/07/07",9,0,58.5,5.3,77.1,0,0,0,0,0,0,0,0,202.1,0,0,0,0,0,0,0,0,0,0,449.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","2004/08/11",9,0,23.4,0,8.9,14.3,0,0,0,0,0,0,29.1,449.6,0,2.1,0,0,0,0,0,0,0,0,19.5,0,0,0,0,6.5,0,0,6.4,0,8.5,0,0,0,0,2.1,0,0,0,0,0,14.9,0,0,0,0,38.3,2.1,14.9,0,4.3,0,0,0,0,0,0,0,0,176.6,0,0,0,23.4,0
"376","2004/09/09",9,0,14.5,0,25.4,10.7,0,0,0,0,0,0,43.4,162.1,1,3.1,0,0,0,0,0,0,0,0,28,0,0,0,0,31.1,0,0,0,0,3.8,0,7.7,0,0,1.9,0,0,0,21.1,0,5.7,0,0,0,0,51.7,23,126.4,0,15.3,0,0,0,0,0,0,0,0,164.7,0,23,0,40.2,0
"377","2004/10/14",9,0,7.4,0,4.3,0.5,0,0,0,0,0,0,9.4,42.3,1.7,0.6,0,0,0,0,0,0,0,0,29.4,0,0,0,0,1.1,0,0,2.2,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,3.6,6.7,0,0,0,0,0,0,0,0,0.6,0,26,0,0.5,0,6,0
"378","2004/11/10",9,0,0.5,0,1.2,0.2,0.1,0,0,0,0,0,3.4,3.8,0.1,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1.1,1.1,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1.1,5.3,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,10.6,0
"379","2004/12/08",9,0,6.5,0,0,0.6,8,0,0,0,0,0,9.6,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,3.8,0
"380","2005/01/12",9,0,0,0,0,2.1,5.3,0,0,0,0,0,13.8,96.8,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0
"381","2005/02/09",9,0,0,0,0,1.7,3.4,0,0,0,0,0,6.8,75.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0.9,0,2.6,0,0,0,0,0
"382","2005/03/09",9,0,0,0,0,0.6,3,0,0,0,0,0,6.8,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0
"383","2005/04/13",9,0,0,0,0,0,6.9,0,0,0,0,0,33.2,123.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","2005/05/11",9,0,0,0,0,0,3.4,0,0,0,0,0,16.2,104.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0
"385","2005/06/08",9,0,0,0,0,0,6.2,0,0,0,0,0,16.2,52.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,3,0,0,0,0,0,0,0,0,0.4,0,0,0,19.8,0
"386","2005/07/13",9,0,4.5,0,50,2.2,0,0,0,0,0,0,2.2,502.6,0,0,0,0,0,0,0,0,0,0,102.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.5,0
"387","2005/08/10",9,0,5.5,0,24.9,0,0,0,0,0,0,0,1.4,66.4,0,0,0,0,0,0,0,0,0,0,74.7,0,0,0,0,8.3,0,0,0,6.4,35.1,0,3.2,0,3.2,9.6,0,0,0,0,0,0,0,0,0,63.8,0,3.2,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,47.9,0
"388","2005/09/08",9,0,22.3,0,11.9,8.9,0,0,0,0,0,0,3,119.1,0,1.5,0,0,0,0,0,0,0,0,40.2,0,0,0,0,14.9,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,29.8,4.5,31.3,0,3,0,0,0,0,0,0,0,0,58.1,0,0,0,14.9,0
"389","2005/10/12",9,0,3.2,0,5.3,1.1,0,0,0,0,0,0,14.9,117,1.1,17,0,0,0,0,0,0,0,0,20.2,0,0,0,0,5.3,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,11.7,0,0,0,0,0,0,0,0,0,0,134,0,0,0,2.1,0
"390","2005/11/09",9,0,1.3,0,4.7,0,0,0,0,0,0,0,4.2,15,0,0.4,0,0,0,0,0,0,0,0,9.8,0,0,0,0,2.8,0,0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,23.9,0,0,0,0,0,0,0,0,0,0,164.9,0,0,0,16,0
"391","2005/12/07",9,0,2.2,0,0,0.8,2.6,0,0,0,0,0,6.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,143.6,0,0,0,0,0,0,0,0,0,0,16,0,37.2,0,63.8,0
"392","2006/01/11",9,0,0,0,0,1.9,7.7,0,0,0,0,0,17.9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0
"393","2006/02/08",9,0,0,0,0,0,9.6,0,0,0,0,0,20.2,114.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,1.1,0,0,0,0,0,0,4.3,0,2.1,0,0,0,0,0
"394","2006/03/08",9,0,0,0,0,0,10.5,0,0,0,0,0,13.4,99.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0
"395","2006/04/12",9,0,0,0,0,0,4.7,0,0,0,0,0,17.3,78.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"396","2006/05/10",9,0,0,0,0,0,7.4,0,0,0,0,0,16,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,2.3,0
"397","2006/06/07",9,0,0,0,1.6,0,2.4,0,0,0,0,0,23.2,61.1,0,0,0,0,0,0,0,1.5,0,0,0.8,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2,0,0,0,0,0,0,0,0,0,0,31.9,0,0,0,30.3,0
"398","2006/07/12",9,0,0,0,9.6,0,0,0,0,0,0,0,0,135.1,0,0,0,0,0,0,0,0,0,0,39.4,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,267,0,0,0,3.2,0
"399","2006/08/09",9,0,4.3,0,20.2,0,0,1.1,0,0,1.1,0,13.8,88.3,0,0,0,0,0,0,0,0,0,0,57.4,0,0,0,0,17,0,0,1.1,2.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,19.1,0,0,0,0,0,0,0,0,0,0,114.9,0,0,0,60.6,0
"400","2006/09/13",9,0,0,0,2.3,0,0,0,0,0,3.5,0,22.2,119.4,9.4,0,0,0,0,0,0,0,0,0,33.9,0,0,0,0,1.2,0,3.2,8,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2,0,0,0,0,0,0,0,0,0,1.6,97.3,0,0,0,122.9,0
"401","2006/10/11",9,0,5.9,0,12.9,0,0,0,1.2,0,0,0,29.3,111.2,0,26.9,0,0,0,0,0,0,0,0,21.1,0,0,0,0,1.2,0,0,21.1,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,3.5,131.1,0,2.3,0,1.2,0,0,0,0,0,0,44.5,0,0,0,77.2,0
"402","2006/11/08",9,0,3.5,0,4.7,0,18.7,0,0,0,0,0,19.9,57.3,0,0,0,0,0,0,0,5.9,0,0,8.2,0,0,0,0,0,0,0,114.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,395.7,0,0,0,0,0,0,0,0,0,0,70.2,0,0,0,166,0
"403","2006/12/13",9,0,1.2,0,0,0,6.4,0,0,0,0.4,0,10,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,14.9,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,14.9,0
"404","2007/01/10",9,0,0,0,0,0,4.1,0,0,0,0,0,7.5,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,1.9,0
