"","Date","Station","Z002","Z003","Z004","Z005","Z006","Z007","Z008","Z009","Z011","Z010","Z080","Z012","Z013","Z014","Z015","Z018","Z019","Z020","Z021","Z022","Z023.1","Z023.2","Z023.3","Z024","Z025","Z026","Z027","Z028","Z030","Z032","Z036","Z034","Z035","Z037","Z038","Z039","Z074","Z067","Z040","Z041","Z042","Z043","Z044","Z045","Z046","Z047","Z048","Z077","Z049","Z051","Z052","Z054","Z055","Z056","Z057","Z058","Z076","Z078","Z059","Z060","Z061","Z062","Z063","Z065","Z068","Z079","Z069","Z071"
"176","1987/11/11",9,0,0,0,34.8,0,0,0,0,0,0,0,24.8,9.3,0,0,0,0,0,0,0,1.5,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
"177","1987/12/09",9,0,0,0,10,0,0,0,0,0,0,0,8.3,15.8,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0.5,0,0,0,0,0,0,0,0,7,0,0,0,0.3,0
"178","1988/01/13",9,0,0,0,0.5,0,0,0,0,0,0,0,20.3,87.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,28.8,0,0,0,0,0,0,0,0,0,0,0,69.5,0,54.3,0,0,0
"179","1988/02/10",9,0,0,0,0,0,0,0,0,0,0,0,64,113.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,21,0,0.3,0,0,0
"180","1988/03/09",9,0,0,0,0.5,0,0,0,0,0,0,0,24.3,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
"183","1988/06/08",9,0,0,0,13.3,0,0,0,0,0,0,0,1.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","1988/07/13",9,0,0,0,57.3,0,0,0,0,0,0,0,4.5,311.5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0.3,0
"185","1988/08/10",9,0,0,0,14,0,0,0,0,0,0,0,26,256.5,0,0,0,0,0,0,0,0,0,0,122.5,0,0,0,0,8.5,0,0,0,8.5,1.5,0,140.5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,277.5,0,0,10.5,0,0,0,0,0,0,0,0,74,0.5,0,0,11,0
"186","1988/09/14",9,0,0,0,10.5,0,0,0,0,0,0,0,50,185,0,20,0,0,0,0,0,0,0,0,37.5,0,0,0,0,10,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,22.5,1,52.5,0,0,0,0,0,0,0,0,0,0,0,137,0.5,0,0,10.5,0
"187","1988/10/12",9,0,0,0,50,0,0,0,0,0,0,0,33,280,0,64,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,6,128,0,0,11,2,0,0,0,0,0,0,0,63,15,0,0,73,0
"188","1988/11/09",9,0,0,0,10.5,0,0,0,0,0,0,0,54,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,184.5,0,0.5,2,0,0,0,0,0,0,0,0,52,5.5,0,0,11,0
"189","1988/12/07",9,0,0,0,1.5,0,0,0,0,0,0,0,40.5,102,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.5,0,0,1,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0
"190","1989/01/11",9,0,0,0,0.5,0,0,0,0,0,0,0,10.5,95,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,64.5,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0
"191","1989/02/08",9,0,0,0,0,0,0,0,0,0,0,0,1.5,17,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,18.8,0,0,0,0,0
"193","1989/04/12",9,0,0,0,0.3,0,0,0,0,0,0,0,37.3,69.3,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,53.5,0,0,0,0,0
"194","1989/05/10",9,0,0,0,1.3,0,0,0,0,0,0,0,21.8,54.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","1989/06/14",9,0,0,0,0.3,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"196","1989/07/12",9,0,0,0,25.5,0,0,0,0,0,0,0,6.3,199.8,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,1.5,0
"197","1989/08/09",9,0,0,0,11,0,0,0,0,0,0,0,4,151,0,30.5,0,0,0,0,0,0,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,1,0,9.5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0
"198","1989/09/06",9,0,0,0,16.5,0,0,0,0,0,0,0,28.5,99.5,0,88.5,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.5,0,6.5,0,19.5,1.5,19,0,0,2,0,0,0,0,0,0,0,0,115,0.5,0,0,570,0
"199","1989/10/11",9,0,0,0,13,0,0,0,0,0,0,0,18,90,0,392,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,11,0,15,0,0,2,0,0,0,0,0,0,0,0,118,0,0,0,26,0
"201","1989/12/13",9,0,0,0,0.5,0,0,0,0,0,0,0,13,28,0,36.5,0,0,0,1.5,0,38.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0.5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1.5,0,42,0,0,1,0,0,0,0,0,0,0,0,71.5,0.5,0,0,14.5,0
"202","1990/01/10",9,0,0,0,0,0,0,0,0,0,0,0,11,69,0,3,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"203","1990/02/07",9,0,0,0,0,0,0,0,0,0,0,0,7,31,0,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"204","1990/03/14",9,0,0,0,0,0,0,0,0,0,0,0,11.5,72.5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
"205","1990/04/11",9,0,0,0,0,0,0,0,0,0,0,0,32,152.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0
"206","1990/05/09",9,0,0,0,0.5,0,0,0,0,0,0,0,23.5,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,10,0
"207","1990/06/13",9,0,0,0,2.5,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,5.5,0,211,0,18.5,0
"208","1990/07/11",9,0,0,0,92,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"209","1990/08/08",9,0,0,0,18,0,0,0,0,0,0,0,0,109,1,29,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,38,0,23,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,221,0
"210","1990/09/12",9,0,0,0,1,0,0,0,0,0,0,0,52,60,0,211,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,134,0,0,4,0,0,0,0,0,0,0,0,220,32,0,0,182,0
"212","1990/11/07",9,0,0,0,13,0,0,0,0,0,0,0,45,108,0,8,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,58,4,0,0,43,0
"213","1990/12/12",9,0,0,0,2,0,0,0,0,0,0,0,26.5,13,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,15,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2.5,0
"214","1991/01/09",9,0,0,0,0,0,0,0,0,0,0,0,37,73,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,242,0,4,0,1,0
"215","1991/02/06",9,0,0,0,0,0,0,0,0,0,0,0,29,47,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,39.5,0.5,0,0,0,0
"216","1991/03/13",9,0,0,0,0,0,0,0,0,0,0,0,22.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"217","1991/04/10",9,0,0,0,0,0,0,0,0,0,0,0,17.5,89,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,242,0,1.5,0,0,0
"218","1991/05/08",9,0,0,0,0,0,0,0,0,0,0,0,22,54.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,2.5,0
"219","1991/06/12",9,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"220","1991/07/10",9,0,0,0,23.5,0,0,0,0,0,0,0,9,82.5,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,1,0
"221","1991/08/07",9,0,0,0,52,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","1991/09/11",9,0,0,0,22,0,0,0,0,0,0,0,72,173,0,133,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,60,0,0,26,0,124,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,356,0
"223","1991/10/09",9,0,0,0,8,0,0,0,0,0,0,0,16,112,0,70,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,8,0
"224","1991/11/13",9,0,0,0,1,0,0,0,0,0,0,0,14,60,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,4,0,61,0,0,8,0,0,0,0,0,0,0,0,142,9,0,0,0,0
"225","1991/12/11",9,0,0,0,2,0,0,0,0,0,0,0,22,64,0,40,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123,0,0,10,0,0,0,0,0,0,0,0,444,0,4,0,0,0
"226","1992/01/08",9,0,0,0,0,0,0,0,0,0,0,0,16,58,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,29,0,0,0.5,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"227","1992/02/05",9,0,0,0,0,0,0,0,0,0,0,0,49,47,0,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"228","1992/03/11",9,0,0,0,0,0,0,0,0,0,0,0,19,62,0,24,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,4,0,18,0,16.5,2,0,0,0,0,0,0,0,0,50,0,0,0,0,0
"229","1992/04/08",9,0,0,0,0.5,0,0,0,0,0,0,0,22,69,0,23,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,110,0,75,0,37.5,0.5,0,0,0,0,0,0,0,0,162.5,0,0,0,0,0
"230","1992/05/06",9,0,0,0,0,0,0,0,0,0,0,0,20,128,0,96,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,31,0,0,0,12,0,641,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0
"231","1992/06/10",9,0,0,0,12.5,0,0,0,0,0,0,0,10.5,33,0,0.5,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,161.5,0,0,0,0,0,0,0,0,0,0,0,510.5,0.5,2.5,0,143,0
"232","1992/07/08",9,0,0,0,125,0,0,0,0,0,0,0,1,116,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
