"","Achnanthes_sp.","Amphora_ovalis","Cocconeis_placentula","Coscinodiscus_sp.","Cyclotella_sp.","Cymbella_sp.","Fragilaria_capucina","Fragilaria_sp.","Frustulia_sp.","Gomphonema_sp.","Melosira_granulata","Navicula_sp.","Nitzschia_sp.","Pinnularia_nobilis","Stauroneis_acuta","Surirella_sp.","Synedra_acus","Synedra_sp.","Tabellaria_sp.","Ankistrodesmus_acicularis","Ankistrodesmus_convolutus","Ankistrodesmus_falcatus","Ankistrodesmus_falcatus_var._mirabilis","Botryococcus_braunii","Chlamydomonas_sp.","Chlorella_sp.","Chodatella_cilliata","Closteriopsis_sp.","Closterium_kutzingii","Coelastrum_microporum","Coelastrum_reticulatum","Coelastrum_sphaericum","Cosmarium_angulosum","Cosmarium_bioculatum","Cosmarium_circulare","Cosmarium_connatum","Cosmarium_depressum","Cosmarium_globosum","Cosmarium_quadrum","Cosmarium_sp.","Cosmarium_trilobulatum","Cosmarium_turgidum","Crucigenia_lauterbornei","Crucigenia_quadrata","Crucigenia_rectangularis","Crucigenia_tetrapedia","Dictyosphaeria_cavernosa","Elakatothrix_gelatinosa","Euastrum_elegans","Eudorina_elegans","Gloeocystis_sp.","Golenkinia_paucispina","Gonatozygon_kinahani","Kirchneriella_contorta","Kirchneriella_lunaris_","Mougeotia_sp.","Nephrocytium_agardhianum","Oedogonium_sp.","Oocystis_lacustris","Pediastrum_duplex","Pediastrum_tetras_var._tetraodon","Pleodorina_californica","Pteromonas_sp.","Radiococcus_sp.","Raphidonema_nivale","Scenedesmus_acuminatus","Scenedesmus_arcuatus","Scenedesmus_armatus","Scenedesmus_bicaudatus","Scenedesmus_bijuga","Scenedesmus_denticulatus","Scenedesmus_dimorphus","Scenedesmus_perforatas","Scenedesmus_quadricauda","Schroederia_robusta","Selenastrum_bibraianum","Sphaerocystis_schroeteri","Staurastrum_bifidum","Staurastrum_connatum","Staurastrum_crenulatum","Staurastrum_gracile","Staurodesmus_sp.","Tetraedron_bifurcatum","Tetraedron_caudatum","Tetraedron_hastatum_var._palatinum","Tetraedron_minimum","Tetraedron_trigonum","Tetraedron_trilobulatum","Tetraedron_tumidulum","Treubaria_triappendiculata","Westella_linearis","Mallomonas_acaroides","Mallomonas_oviformis","Synura_sp.","Chroomonas_caudata","Cryptomonas_erosa","Cryptomonas_marssonii","Cryptomonas_ovata","Glenodinium_pulvisculus","Peridinium_sp.","Euglena_interrupta","Euglena_oxyuris","Euglena_pisciformis","Lepocinclis_texta","Phacus_acuminatus","Phacus_longicauda","Phacus_pleuronectes","Strombomonas_ensifera","Trachelomonas_oblonga","Trachelomonas_reticulata"
"FJ2017040",0,0,6590.380435,0,19771.1413,2196.793478,0,0,0,0,76887.77174,4393.586957,2196.793478,0,0,0,0,0,0,46132.66304,19771.1413,0,0,2196.793478,2196.793478,465720.2174,0,0,0,6590.380435,0,0,0,0,0,2196.793478,0,0,0,2196.793478,0,0,0,0,26361.52174,0,0,0,2196.793478,0,0,0,0,0,13180.76087,0,0,0,8787.173913,0,0,0,0,0,0,0,0,0,21967.93478,0,0,0,0,0,0,0,0,0,0,0,0,13180.76087,0,2196.793478,0,0,21967.93478,0,0,6590.380435,0,2196.793478,0,0,278992.7717,2196.793478,0,0,0,0,0,2196.793478,0,0,2196.793478,0,6590.380435,0,0,6590.380435
"FJ2017041",14698.54545,0,29397.09091,0,29397.09091,0,0,0,0,0,106564.4545,7349.272727,0,0,0,3674.636364,0,0,0,146985.4545,18373.18182,0,11023.90909,22047.81818,3674.636364,573243.2727,36746.36364,14698.54545,0,80842,73492.72727,7349.272727,0,0,0,0,0,0,0,0,0,0,0,0,29397.09091,0,0,0,3674.636364,0,14698.54545,0,0,0,11023.90909,0,0,0,33071.72727,0,0,0,0,18373.18182,0,0,0,0,18373.18182,0,0,0,0,0,0,0,0,0,0,0,0,14698.54545,7349.272727,7349.272727,0,7349.272727,143310.8182,0,0,44095.63636,0,3674.636364,0,3674.636364,180057.1818,0,0,3674.636364,0,0,0,0,0,0,0,0,0,11023.90909,0,7349.272727
"FJ2017042",9431.566667,0,8084.2,0,45810.46667,0,0,2694.733333,0,0,261389.1333,0,0,0,1347.366667,0,0,0,0,18863.13333,1347.366667,1347.366667,0,2694.733333,0,168420.8333,0,1347.366667,0,1347.366667,5389.466667,0,0,0,0,1347.366667,0,1347.366667,0,0,0,0,0,0,8084.2,0,0,0,2694.733333,0,0,1347.366667,0,0,5389.466667,0,0,0,0,2694.733333,0,0,0,1347.366667,0,2694.733333,0,0,9431.566667,0,1347.366667,0,1347.366667,0,0,0,0,0,0,0,0,4042.1,0,2694.733333,0,2694.733333,16168.4,4042.1,2694.733333,4042.1,0,0,0,1347.366667,9431.566667,0,0,1347.366667,0,0,0,0,1347.366667,0,0,0,0,0,0,0
"FJ2017043",0,0,53011.14754,0,114305.2869,3313.196721,0,0,0,4969.795082,289904.7131,0,1656.598361,0,0,0,0,0,0,8282.991803,0,3313.196721,0,3313.196721,0,154063.6475,29818.77049,3313.196721,0,0,1656.598361,0,0,0,0,0,0,0,0,0,1656.598361,0,0,0,0,0,0,0,1656.598361,23192.37705,0,4969.795082,0,0,0,0,0,0,6626.393443,0,0,0,0,0,0,0,0,4969.795082,11596.18852,0,0,0,0,0,0,0,0,6626.393443,0,1656.598361,0,0,0,0,0,0,48041.35246,0,0,0,0,0,0,0,11596.18852,0,0,3313.196721,0,1656.598361,0,0,0,0,0,0,0,0,0,3313.196721
"FJ2017044",10431.22581,1303.903226,35205.3871,0,36509.29032,1303.903226,3911.709677,0,0,1303.903226,119959.0968,0,0,0,1303.903226,0,0,0,0,10431.22581,1303.903226,0,0,7823.419355,0,252957.2258,0,0,0,0,15646.83871,0,0,0,0,1303.903226,0,0,0,0,1303.903226,0,0,0,16950.74194,0,0,0,0,0,0,0,0,0,0,0,0,2607.806452,6519.516129,1303.903226,0,1303.903226,0,2607.806452,0,0,0,0,10431.22581,0,0,0,0,0,0,0,0,2607.806452,0,0,0,1303.903226,0,2607.806452,0,10431.22581,41724.90323,3911.709677,0,0,0,0,0,0,5215.612903,0,0,1303.903226,3911.709677,1303.903226,0,0,0,0,0,0,1303.903226,0,0,2607.806452
"FJ2017045",31093.07692,0,85505.96154,0,50526.25,0,0,0,3886.634615,3886.634615,0,0,0,0,3886.634615,0,0,0,0,38866.34615,7773.269231,3886.634615,0,19433.17308,0,668501.1538,7773.269231,3886.634615,0,174898.5577,19433.17308,7773.269231,0,0,0,0,0,0,0,3886.634615,11659.90385,0,0,0,23319.80769,0,0,0,0,27206.44231,0,27206.44231,0,0,46639.61538,0,0,0,3886.634615,0,0,0,0,19433.17308,0,0,0,0,62186.15385,0,0,0,0,0,3886.634615,34979.71154,0,0,0,0,0,23319.80769,0,19433.17308,0,31093.07692,182671.8269,0,0,11659.90385,0,0,0,0,0,0,0,0,0,0,0,0,7773.269231,0,0,0,0,0,0,11659.90385
"FJ2017048",50526.25,0,50526.25,0,44912.22222,0,0,0,0,0,56140.27778,0,2807.013889,0,0,2807.013889,0,0,0,56140.27778,11228.05556,0,0,5614.027778,0,485613.4028,8421.041667,8421.041667,0,70175.34722,8421.041667,8421.041667,0,0,0,11228.05556,0,2807.013889,0,0,36491.18056,0,0,0,58947.29167,0,0,0,0,0,0,5614.027778,2807.013889,0,22456.11111,0,0,0,36491.18056,0,0,0,0,5614.027778,0,0,0,0,36491.18056,0,0,2807.013889,0,14035.06944,14035.06944,5614.027778,0,0,0,0,0,0,0,2807.013889,0,8421.041667,89824.44444,0,0,14035.06944,2807.013889,0,0,0,2807.013889,0,0,0,0,0,0,0,0,0,0,2807.013889,0,2807.013889,0,0
"FJ2017049",8193.445946,0,95590.2027,0,68278.71622,0,0,0,2731.148649,0,38236.08108,0,0,0,0,0,0,0,0,76472.16216,5462.297297,0,0,0,0,240341.0811,0,0,0,35504.93243,5462.297297,5462.297297,10924.59459,0,0,333200.1351,0,24580.33784,0,0,13655.74324,0,0,0,101052.5,0,0,0,0,0,0,2731.148649,0,0,5462.297297,0,0,0,49160.67568,0,0,0,0,2731.148649,0,0,0,0,62816.41892,0,0,0,0,54622.97297,0,5462.297297,0,0,0,0,0,0,0,2731.148649,0,2731.148649,24580.33784,0,0,0,0,0,0,2731.148649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ2017050",109714.1429,0,606315,0,98165.28571,0,0,0,0,0,28872.14286,0,0,0,0,0,0,0,0,306044.7143,5774.428571,0,0,23097.71429,0,802645.5714,0,0,0,40421,46195.42857,34646.57143,92390.85714,0,0,75067.57143,0,17323.28571,0,0,0,0,0,0,98165.28571,0,0,0,0,11548.85714,0,0,0,0,0,0,0,0,28872.14286,0,0,0,0,0,0,0,0,0,46195.42857,0,0,0,0,173232.8571,0,0,0,0,0,17323.28571,0,17323.28571,0,5774.428571,0,17323.28571,40421,0,0,11548.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5774.428571,0,0,0,0
"FJ2017062",143429.3548,0,104312.2581,0,117351.2903,632393.0645,0,0,0,0,26078.06452,0,6519.516129,0,0,0,0,0,0,149948.871,0,0,0,13039.03226,13039.03226,782341.9355,45636.6129,6519.516129,0,39117.09677,6519.516129,13039.03226,39117.09677,0,0,6519.516129,0,6519.516129,0,0,0,0,0,0,0,78234.19355,0,0,0,13039.03226,0,0,0,0,13039.03226,0,0,0,26078.06452,0,0,0,0,6519.516129,0,0,0,0,78234.19355,0,0,13039.03226,0,208624.5161,13039.03226,19558.54839,0,0,0,0,0,6519.516129,0,13039.03226,0,6519.516129,78234.19355,6519.516129,0,65195.16129,0,0,6519.516129,0,6519.516129,0,0,0,0,0,0,0,0,0,0,0,0,6519.516129,0,6519.516129
"FJ2017066",19118.04054,0,106514.7973,0,46429.52703,65547.56757,5462.297297,0,0,0,5462.297297,0,0,0,0,0,2731.148649,0,0,62816.41892,0,8193.445946,0,24580.33784,2731.148649,434252.6351,8193.445946,0,0,13655.74324,35504.93243,2731.148649,30042.63514,0,0,51891.82432,0,2731.148649,0,2731.148649,10924.59459,0,0,0,0,16386.89189,0,0,2731.148649,0,0,0,0,0,30042.63514,0,0,0,10924.59459,0,0,0,0,0,0,0,2731.148649,2731.148649,32773.78378,0,2731.148649,0,0,101052.5,8193.445946,2731.148649,0,0,0,0,0,2731.148649,0,0,2731.148649,13655.74324,21849.18919,0,0,0,8193.445946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731.148649,0,5462.297297
"FJ2017067",32900.81395,0,136303.3721,0,56401.39535,4700.116279,0,0,0,0,14100.34884,0,0,0,0,0,0,0,0,84602.09302,0,0,0,0,0,747318.4884,0,9400.232558,4700.116279,61101.51163,28200.69767,0,32900.81395,0,0,70501.74419,0,42301.04651,0,0,14100.34884,0,0,0,0,42301.04651,0,0,0,0,0,9400.232558,0,0,61101.51163,0,0,0,28200.69767,0,0,0,0,23500.5814,0,0,4700.116279,0,98702.44186,0,0,0,0,103402.5581,18800.46512,0,0,0,0,23500.5814,0,0,0,28200.69767,0,0,103402.5581,0,18800.46512,28200.69767,18800.46512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700.116279,0,0,9400.232558
"FJ2017068",84602.09302,0,112802.7907,0,28200.69767,4700.116279,0,0,0,4700.116279,18800.46512,0,0,0,0,0,0,0,0,65801.62791,0,0,0,4700.116279,0,672116.6279,4700.116279,4700.116279,4700.116279,14100.34884,47001.16279,0,47001.16279,0,0,126903.1395,0,0,0,0,42301.04651,0,0,0,0,0,0,0,0,0,0,9400.232558,0,0,18800.46512,0,0,0,0,0,0,0,0,14100.34884,0,0,0,0,47001.16279,0,0,0,0,51701.27907,9400.232558,0,0,0,0,65801.62791,0,0,0,18800.46512,0,18800.46512,61101.51163,32900.81395,0,9400.232558,47001.16279,0,0,0,0,0,0,0,0,0,0,0,0,4700.116279,0,0,4700.116279,4700.116279,0,0
"FJ2017069",38133.01887,0,106772.4528,0,19066.50943,0,0,0,0,0,30506.41509,0,0,0,0,0,0,0,0,45759.62264,3813.301887,0,15253.20755,11439.90566,0,419463.2075,0,0,0,15253.20755,30506.41509,0,22879.81132,0,0,125838.9623,3813.301887,45759.62264,0,0,41946.32075,0,0,0,7626.603774,0,0,0,0,0,0,7626.603774,0,0,11439.90566,0,0,0,22879.81132,0,0,0,0,0,0,0,0,0,22879.81132,0,0,0,0,57199.5283,0,7626.603774,0,0,0,11439.90566,11439.90566,0,0,0,0,3813.301887,22879.81132,0,26693.11321,3813.301887,0,0,0,0,41946.32075,0,0,0,0,0,0,0,0,0,0,0,3813.301887,0,0,0
"FJ2018018",15955.65789,0,5318.552632,0,98393.22368,0,0,7977.828947,0,0,127645.2632,15955.65789,10637.10526,2659.276316,0,0,10637.10526,0,0,66481.90789,42548.42105,0,0,23933.48684,0,521218.1579,0,10637.10526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659.276316,0,21274.21053,0,0,0,0,2659.276316,0,0,0,0,7977.828947,0,0,0,0,2659.276316,0,0,0,0,0,0,0,7977.828947,26592.76316,0,0,2659.276316,0,10637.10526,7977.828947,0,0,0,0,0,0,5318.552632,0,0,0,2659.276316,15955.65789,0,0,7977.828947,0,0,0,0,162215.8553,0,0,0,0,2659.276316,0,2659.276316,0,2659.276316,26592.76316,0,0,0,0,2659.276316
"FJ2018064",357052.1667,0,26947.33333,0,20210.5,0,0,0,0,0,20210.5,0,0,0,0,0,0,6736.833333,0,47157.83333,10105.25,0,0,6736.833333,0,481683.5833,0,0,0,6736.833333,0,0,47157.83333,0,0,13473.66667,0,6736.833333,0,0,3368.416667,0,0,0,10105.25,0,0,0,0,6736.833333,0,0,0,0,33684.16667,0,0,0,3368.416667,0,0,0,0,0,0,0,0,0,53894.66667,3368.416667,0,0,0,13473.66667,0,0,0,0,0,0,3368.416667,0,0,0,0,16842.08333,0,3368.416667,0,0,0,0,0,0,16842.08333,0,0,6736.833333,0,0,0,0,0,3368.416667,0,0,10105.25,0,0,30315.75
"FJ2018072",769923.8095,0,67368.33333,0,192480.9524,0,0,0,0,0,529322.619,0,0,0,0,0,0,0,0,67368.33333,0,0,0,9624.047619,0,298345.4762,9624.047619,28872.14286,0,9624.047619,9624.047619,0,125112.619,0,0,0,0,28872.14286,0,0,67368.33333,0,0,0,28872.14286,0,76992.38095,0,0,9624.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105864.5238,0,0,0,0,1559095.714,67368.33333,0,0,0,0,9624.047619,0,9624.047619,0,0,0,28872.14286,19248.09524,0,163608.8095,0,0,0,0,0,19248.09524,0,0,0,0,0,0,0,0,0,0,0,9624.047619,0,0,9624.047619
"FJ2018091",70430.5303,0,18373.18182,0,165358.6364,0,0,0,3062.19697,0,146985.4545,0,0,0,0,0,0,0,0,0,9186.590909,0,0,0,0,615501.5909,3062.19697,12248.78788,0,0,0,3062.19697,0,0,0,0,0,3062.19697,0,0,3062.19697,0,3062.19697,0,18373.18182,0,0,0,0,3062.19697,0,0,3062.19697,0,88803.71212,0,0,0,0,0,0,0,0,0,0,0,3062.19697,0,39808.56061,0,0,3062.19697,0,61243.93939,64306.13636,0,0,0,0,0,0,0,0,0,0,0,6124.393939,0,12248.78788,24497.57576,0,0,0,0,6124.393939,0,0,0,0,0,0,0,0,0,3062.19697,0,0,0,0,3062.19697
"FJ2018092",62186.15385,0,31093.07692,0,31093.07692,0,0,0,0,0,217651.5385,0,15546.53846,0,0,0,31093.07692,0,0,0,0,0,0,0,0,1337002.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15546.53846,0,0,46639.61538,0,15546.53846,0,0,0,15546.53846,0,0,0,0,0,0,0,0,0,62186.15385,0,0,0,0,0,31093.07692,0,0,0,0,0,0,0,0,0,0,15546.53846,0,0,0,0,0,0,0,0,46639.61538,0,0,0,15546.53846,15546.53846,93279.23077,0,0,0,15546.53846,0,0,0,0,0
"FJ2018094",80323.78205,0,18137.62821,2591.089744,220242.6282,0,0,2591.089744,0,10364.35897,186558.4615,0,2591.089744,0,0,0,0,0,0,5182.179487,77732.69231,0,0,0,0,212469.359,0,23319.80769,0,0,0,2591.089744,0,0,0,0,0,0,0,0,0,0,0,0,7773.269231,7773.269231,0,0,0,0,0,0,0,0,62186.15385,0,0,0,15546.53846,0,5182.179487,0,5182.179487,5182.179487,0,2591.089744,0,0,59595.0641,0,0,5182.179487,0,12955.44872,12955.44872,0,0,0,0,5182.179487,0,0,0,2591.089744,0,10364.35897,5182.179487,0,10364.35897,10364.35897,0,0,0,0,7773.269231,0,0,0,0,2591.089744,0,0,0,0,0,2591.089744,0,0,0,5182.179487
"FJ2019003",46265,2435,4870,7305,260545,0,0,0,0,0,289765,2435,12175,0,2435,0,2435,0,0,9740,21915,0,0,0,0,360380,0,9740,0,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12175,0,0,0,2435,0,0,0,0,38960,0,0,0,0,0,0,0,0,0,0,0,0,2435,19480,0,0,0,2435,2435,19480,2435,0,0,0,0,0,0,0,2435,0,0,4870,0,0,0,0,0,0,0,9740,0,0,0,0,0,0,0,0,0,0,2435,0,0,0,0
"FJ2019017",54051.33721,0,9400.232558,0,253806.2791,2350.05814,2350.05814,0,0,0,291407.2093,2350.05814,2350.05814,0,0,0,0,0,0,11750.2907,23500.5814,0,0,0,0,321957.9651,0,21150.52326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700.116279,11750.2907,0,0,0,0,0,0,0,0,4700.116279,0,0,0,0,0,2350.05814,0,0,0,0,0,0,0,11750.2907,0,0,0,0,0,4700.116279,4700.116279,0,0,0,0,0,0,0,0,0,0,7050.174419,0,0,0,0,0,4700.116279,0,7050.174419,0,0,0,0,2350.05814,0,0,0,0,0,4700.116279,0,0,0,0
"FJ2019021",25664.12698,0,19248.09524,6416.031746,346465.7143,0,0,0,0,0,240601.1905,0,9624.047619,0,0,0,32080.15873,0,0,173232.8571,0,0,0,0,0,500450.4762,0,44912.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22456.11111,3208.015873,0,3208.015873,0,0,0,0,0,6416.031746,0,0,0,0,0,0,0,0,0,0,0,0,0,32080.15873,0,0,6416.031746,3208.015873,0,32080.15873,6416.031746,0,0,0,0,0,0,0,0,0,3208.015873,0,0,0,0,0,0,3208.015873,0,3208.015873,0,0,0,0,3208.015873,0,0,0,0,0,6416.031746,0,0,0,0
"FJ2019022",11439.90566,0,0,0,446156.3208,0,41946.32075,0,0,0,240238.0189,3813.301887,7626.603774,0,0,0,19066.50943,0,0,41946.32075,57199.5283,0,0,0,0,560555.3774,0,7626.603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7626.603774,0,15253.20755,3813.301887,0,0,0,0,0,0,0,0,15253.20755,0,15253.20755,0,0,0,0,0,0,0,0,0,0,3813.301887,53386.22642,0,0,0,0,0,80079.33962,0,0,0,0,0,0,3813.301887,0,0,0,0,0,0,0,0,0,0,0,0,11439.90566,0,0,0,0,0,0,0,0,0,7626.603774,0,0,0,0,41946.32075
"FJ2019043",1274816.154,0,46639.61538,0,15546.53846,0,0,62186.15385,0,0,0,0,0,0,0,0,46639.61538,0,0,15546.53846,31093.07692,0,0,0,0,3062668.077,0,0,0,15546.53846,0,46639.61538,46639.61538,0,0,31093.07692,0,155465.3846,62186.15385,0,994978.4615,0,0,0,0,0,0,0,0,0,0,0,0,0,31093.07692,0,0,0,31093.07692,0,0,0,0,0,0,0,0,0,46639.61538,0,0,0,0,0,186558.4615,0,0,0,0,46639.61538,0,15546.53846,0,0,0,15546.53846,46639.61538,0,0,0,0,0,0,0,0,0,0,0,0,15546.53846,0,0,0,0,15546.53846,0,46639.61538,0,0,15546.53846
"FJ2019045",1768418.75,0,50526.25,0,16842.08333,0,0,33684.16667,0,0,33684.16667,0,0,0,0,0,50526.25,0,0,117894.5833,0,0,0,0,0,2526312.5,0,0,0,0,84210.41667,0,0,0,0,16842.08333,0,33684.16667,0,0,218947.0833,0,0,0,50526.25,0,0,0,0,16842.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67368.33333,0,0,0,0,0,33684.16667,33684.16667,0,0,0,50526.25,16842.08333,0,0,0,0,33684.16667,33684.16667,0,0,0,0,0,16842.08333,0,50526.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16842.08333
"FJ2019046",1229472.083,0,84210.41667,0,0,0,0,0,0,0,16842.08333,0,0,0,0,0,0,0,0,33684.16667,0,0,0,0,0,1970523.75,0,0,0,0,286315.4167,0,67368.33333,16842.08333,0,0,0,16842.08333,0,0,84210.41667,0,0,0,168420.8333,0,0,0,0,16842.08333,0,0,0,0,0,0,0,0,16842.08333,0,0,0,0,0,0,0,0,0,202105,0,0,0,0,0,134736.6667,151578.75,0,0,0,33684.16667,0,0,0,16842.08333,0,33684.16667,33684.16667,16842.08333,0,0,0,16842.08333,0,0,33684.16667,0,0,33684.16667,0,33684.16667,0,0,0,0,0,0,0,0,0,33684.16667
"FJ2019049",485052,0,80842,0,40421,0,16168.4,0,0,0,16168.4,0,0,0,0,0,0,0,0,121263,0,24252.6,0,0,0,840756.8,0,8084.2,0,72757.8,16168.4,0,234441.8,0,0,8084.2,0,16168.4,0,0,16168.4,8084.2,0,0,0,0,0,0,0,16168.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153599.8,0,0,0,0,113178.8,129347.2,32336.8,0,0,0,113178.8,16168.4,0,0,0,0,32336.8,40421,0,0,16168.4,0,0,0,0,64673.6,0,0,0,0,0,0,0,0,0,8084.2,8084.2,0,0,0,16168.4
"FJ2019063",202105,0,0,0,13473.66667,0,13473.66667,0,0,0,0,0,0,0,0,0,0,0,0,309894.3333,0,0,0,0,0,1663997.833,74105.16667,0,0,26947.33333,53894.66667,0,127999.8333,0,0,6736.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6736.833333,0,0,0,33684.16667,0,0,0,0,0,0,0,0,0,101052.5,0,0,0,0,53894.66667,0,13473.66667,0,0,0,26947.33333,6736.833333,6736.833333,0,0,0,20210.5,13473.66667,0,0,0,0,0,0,0,107789.3333,0,0,0,0,13473.66667,0,0,0,0,0,0,0,0,0,0
"FJ2019064",57744.28571,0,269473.3333,0,134736.6667,0,0,0,0,0,28872.14286,96240.47619,0,0,0,0,0,0,0,336841.6667,0,0,0,0,0,1770824.762,0,0,0,9624.047619,9624.047619,0,404210,0,0,38496.19048,0,0,0,0,38496.19048,0,0,0,144360.7143,0,0,0,0,0,0,0,9624.047619,0,38496.19048,0,0,0,67368.33333,0,0,0,0,0,0,0,0,0,288721.4286,0,0,0,0,86616.42857,0,0,0,0,0,38496.19048,0,0,0,0,0,9624.047619,0,0,0,0,0,0,0,0,221353.0952,9624.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,19248.09524
"FJ2019067",110239.0909,0,55119.54545,0,1580093.636,0,0,0,0,0,27559.77273,9186.590909,0,0,0,0,0,0,0,137798.8636,0,0,0,0,0,1129950.682,27559.77273,9186.590909,0,0,18373.18182,9186.590909,284784.3182,0,0,0,0,9186.590909,0,0,0,0,0,0,27559.77273,0,0,0,0,0,0,0,0,0,9186.590909,0,0,0,0,0,0,0,0,9186.590909,0,0,0,0,358277.0455,0,0,9186.590909,0,64306.13636,18373.18182,18373.18182,0,45932.95455,0,91865.90909,0,0,0,9186.590909,0,9186.590909,0,0,0,0,0,0,0,0,27559.77273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128612.2727
"FJ2019068",252631.25,0,315789.0625,0,366315.3125,0,0,0,0,0,12631.5625,0,0,0,0,0,0,0,0,164210.3125,0,50526.25,0,0,0,2185260.313,12631.5625,37894.6875,0,0,50526.25,0,1061051.25,0,0,12631.5625,0,37894.6875,0,0,25263.125,0,0,0,25263.125,0,0,0,0,0,0,0,12631.5625,0,0,0,0,0,25263.125,0,0,0,0,0,0,0,0,0,644209.6875,0,0,0,0,12631.5625,0,50526.25,0,50526.25,50526.25,126315.625,0,0,0,0,0,0,12631.5625,0,0,0,0,0,0,0,75789.375,0,0,0,0,0,0,0,0,0,0,0,25263.125,0,0,151578.75
"FJ2019069",225882.0588,0,261547.6471,0,356655.8824,0,0,0,0,23777.05882,35665.58824,0,11888.52941,0,23777.05882,0,0,0,0,106996.7647,0,0,0,0,0,1818945,47554.11765,47554.11765,11888.52941,0,0,0,927305.2941,0,0,11888.52941,0,35665.58824,0,0,23777.05882,0,0,0,47554.11765,0,0,0,0,11888.52941,0,11888.52941,11888.52941,0,0,0,0,0,23777.05882,0,0,0,0,0,0,0,0,0,546872.3529,35665.58824,0,0,0,11888.52941,106996.7647,11888.52941,0,106996.7647,0,178327.9412,0,0,11888.52941,0,0,23777.05882,0,0,47554.11765,0,0,0,0,0,35665.58824,0,0,0,0,23777.05882,0,0,0,0,0,0,0,0,0,95108.23529
"FJ2019086",181894.5,0,141473.5,10105.25,313262.75,0,0,0,0,0,50526.25,0,20210.5,0,10105.25,0,0,0,0,181894.5,0,0,0,20210.5,0,373894.25,30315.75,50526.25,0,0,0,0,1263156.25,0,0,10105.25,0,30315.75,0,0,0,0,0,0,80842,0,0,0,0,0,0,0,40421,0,0,10105.25,0,0,30315.75,0,0,0,0,0,0,0,0,0,131368.25,0,0,0,0,262736.5,90947.25,0,0,30315.75,0,20210.5,40421,0,10105.25,0,0,0,0,0,0,0,0,0,0,0,10105.25,0,0,0,0,0,0,0,0,0,0,0,0,10105.25,0,10105.25
"FJ2019087",15955.65789,0,42548.42105,0,117008.1579,0,0,0,0,0,42548.42105,5318.552632,5318.552632,0,0,0,5318.552632,0,0,122326.7105,10637.10526,10637.10526,0,0,0,303157.5,0,10637.10526,0,0,0,0,228697.7632,0,0,10637.10526,0,5318.552632,0,0,0,0,0,5318.552632,0,10637.10526,0,0,0,0,0,0,0,0,31911.31579,0,26592.76316,0,5318.552632,0,5318.552632,0,0,0,0,0,0,5318.552632,42548.42105,0,0,10637.10526,0,5318.552632,0,0,0,0,0,21274.21053,5318.552632,5318.552632,0,0,0,5318.552632,0,0,21274.21053,0,0,0,0,0,228697.7632,26592.76316,0,0,0,0,0,0,0,5318.552632,0,0,0,0,0,10637.10526
"FJ2019088",31312.04225,0,14232.74648,0,233417.0423,2846.549296,0,0,0,0,19925.84507,5693.098592,2846.549296,0,0,0,8539.647887,0,0,5693.098592,0,0,0,0,0,472527.1831,0,5693.098592,0,0,0,0,14232.74648,0,0,0,0,0,0,0,0,0,0,0,31312.04225,25618.94366,0,0,2846.549296,0,0,0,0,0,45544.78873,5693.098592,5693.098592,0,11386.19718,0,0,0,0,0,0,5693.098592,0,0,54084.43662,2846.549296,0,2846.549296,0,28465.49296,2846.549296,0,0,2846.549296,0,8539.647887,0,0,2846.549296,0,0,5693.098592,2846.549296,0,11386.19718,0,0,0,2846.549296,0,11386.19718,0,0,0,0,0,0,0,0,5693.098592,0,2846.549296,0,0,0,22772.39437
"FJ2019089",51199.93333,0,18863.13333,0,223662.8667,2694.733333,2694.733333,0,2694.733333,0,48505.2,24252.6,8084.2,2694.733333,10778.93333,0,2694.733333,0,0,26947.33333,0,5389.466667,0,0,0,482357.2667,2694.733333,5389.466667,0,0,0,0,2694.733333,0,0,0,0,0,0,0,0,0,0,0,5389.466667,2694.733333,0,0,0,2694.733333,0,0,0,0,53894.66667,2694.733333,16168.4,0,5389.466667,0,0,0,0,2694.733333,0,5389.466667,0,0,21557.86667,0,0,0,0,26947.33333,13473.66667,0,0,0,0,5389.466667,0,0,10778.93333,0,0,8084.2,5389.466667,0,0,0,0,0,2694.733333,0,26947.33333,0,0,2694.733333,0,8084.2,0,0,0,0,0,0,0,0,0,18863.13333
