"","XH01","XH03","XH04","XH05","DQH01","DQH02","DQH03","DQH04","DQH05","QDH01","QDH02","QDH06","QDH07","QDH08","QDH09","QD01","QD02","QD03","QD04","QD05","NX01","NX02","NX03","NX06","SSLJH01","SSLJH02","SSLJH03","SSLJH04","DZ01","DZ02","DZ03","DZ04","DZ05","SM01","SM02","SM03","SM04","SM05","SM06","TX01","TX02","TX03","DSH01","DSH02","DSH03","DSH04","DSH05","DJS01","DJS02","DJS03","GZ05","WSJ01","WSJ02","WSJ03","HCJ01","HCJ02","HCJ03","HCJ04","SK01","QSJ01","QSJ02","QSJ03","NWL01","NWL02","NWL03","DGB01","DGB02","DGB03","NLL01","NLL02","NLL03","WN01","WN02","WN03","BT01","BT02","BT03"
"P140",0,0,0,0,0,0,0,0,0,3947789.474,2223157.895,4042105.263,2465684.211,40421.05263,0,0,0,0,0,0,0,0,36746.41148,14436.09023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107789.4737,0,0,0,0,0,0,0,86616.54135,0,0,0,0,0,0,18373.20574,76660.61706,44210.52632,202105.2632,0,0,0,0,0,0,0,0
"P142",0,101052.6316,144360.9023,67368.42105,67368.42105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14436.09023,0,0,0,0,0,0,0,0,6519.524618,0,0,0,67368.42105,28872.18045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P144",50526.31579,101052.6316,28872.18045,0,0,0,0,202105.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72180.45113,40421.05263,117894.7368,179649.1228,0,0,0,0,0,0,0,20210.52632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373.20574,25263.15789,0,0,0,101052.6316,86616.54135,67368.42105,0,50526.31579,50526.31579,50526.31579,101052.6316,0,0,0,0,0,0,0,0,0,0,67368.42105,50526.31579
"P145",50526.31579,0,28872.18045,0,0,0,0,0,0,0,0,0,0,0,303157.8947,0,0,0,0,0,0,0,0,0,72180.45113,26947.36842,33684.21053,44912.2807,0,0,0,0,0,0,0,0,67368.42105,67368.42105,57744.3609,0,0,0,0,40421.05263,269473.6842,0,0,0,0,0,0,0,0,0,0,0,0,0,28872.18045,0,0,0,0,50526.31579,0,0,0,0,0,0,0,0,0,0,0,0,0
"P149",0,0,0,0,0,0,0,0,0,0,0,0,20210.52632,0,0,0,0,0,0,0,0,0,0,0,0,13473.68421,0,0,0,0,0,0,0,0,12631.57895,20210.52632,0,0,0,28872.18045,0,0,0,40421.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404210.5263,0,0,0,0,0,0,0,0,0,0,0,0,0
"P150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28872.18045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67368.42105,0,50526.31579,0,67368.42105,0,0,0,0,25263.15789,0,67368.42105,0,101052.6316,0,67368.42105,101052.6316,0,303157.8947,50526.31579,101052.6316,0,0,0,0,0,0,0,0,0,25263.15789,0,25263.15789
"P152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13473.68421,0,22456.14035,0,0,0,0,0,0,0,0,0,67368.42105,0,86616.54135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9624.06015,0,0,0,0,0,0,0,0,0,0,18373.20574,0,0,0,0,0,57744.3609,0,0,0,0,101052.6316,202105.2632,0,0,0,0,0,0,0,0,10637.11911,0,0,0
"P154",0,0,0,0,112280.7018,80842.10526,33684.21053,40421.05263,0,215578.9474,33684.21053,230977.4436,101052.6316,202105.2632,0,0,0,0,0,0,0,0,0,0,317593.985,565894.7368,909473.6842,1010526.316,0,0,0,0,0,0,12631.57895,20210.52632,291929.8246,168421.0526,259849.6241,317593.985,303157.8947,173233.0827,50526.31579,80842.10526,0,0,101052.6316,0,0,0,0,67368.42105,128612.4402,176842.1053,0,0,269473.6842,404210.5263,202105.2632,202105.2632,101052.6316,0,202105.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P155",0,1111578.947,173233.0827,471578.9474,0,202105.2632,145964.9123,0,0,512000,320000,86616.54135,161684.2105,343578.9474,33684.21053,0,40421.05263,33684.21053,80842.10526,0,252631.5789,370526.3158,146985.6459,101052.6316,895037.594,646736.8421,421052.6316,1257543.86,115488.7218,101052.6316,67368.42105,86616.54135,134736.8421,0,303157.8947,525473.6842,0,168421.0526,230977.4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101052.6316,0,0,0,0,0,0,0,6124.401914,0,0,0,0,0
"P156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20210.52632,0,0,28872.18045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67368.42105,0,86616.54135,0,50526.31579,101052.6316,0,0,50526.31579,0,0,0,0,0,0,6124.401914,16842.10526,21274.23823,0,0,0
"P157",0,202105.2632,57744.3609,67368.42105,22456.14035,20210.52632,22456.14035,0,40421.05263,0,0,0,0,0,0,0,0,0,0,28872.18045,0,0,0,0,0,0,16842.10526,0,0,0,0,0,33684.21053,0,0,0,0,0,0,0,0,0,0,0,0,0,50526.31579,0,0,0,0,0,18373.20574,0,0,0,0,0,115488.7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50526.31579,40421.05263,0,0,50526.31579,0,0,0,0,0,0,0,0,0,0,0,115488.7218,0,0,0,0,0,101052.6316,0,0,0,0,0,0,0,0,21274.23823,25263.15789,0,0
"P159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80842.10526,67368.42105,0,50526.31579,0,0,0,40421.05263,157192.9825,55119.61722,50526.31579,0,0,0,0,346466.1654,0,0,0,1010526.316,1061052.632,0,24497.60766,48784.02904,37894.73684,0,0,0,36746.41148,50526.31579,53185.59557,530526.3158,437894.7368,353684.2105
"P161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22456.14035,18373.20574,25263.15789,0,0,0,0,28872.18045,134736.8421,0,303157.8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P162",303157.8947,0,0,134736.8421,67368.42105,0,179649.1228,525473.6842,282947.3684,0,0,0,0,0,0,28872.18045,0,0,80842.10526,57744.3609,0,0,0,14436.09023,72180.45113,0,0,0,0,0,0,0,0,234702.8862,0,0,0,0,28872.18045,57744.3609,16842.10526,0,0,0,0,101052.6316,151578.9474,0,0,67368.42105,0,22456.14035,0,25263.15789,0,0,0,0,1212631.579,471578.9474,555789.4737,252631.5789,0,0,1364210.526,0,0,0,0,0,0,6124.401914,8421.052632,74459.8338,0,67368.42105,0
"P164",101052.6316,0,0,134736.8421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86616.54135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101052.6316,0,0,303157.8947,0,101052.6316,0,0,0,0,0,0,0,0,0,0,115488.7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21274.23823,0,0,0
"P165",0,0,0,0,22456.14035,0,22456.14035,0,0,0,0,0,0,20210.52632,33684.21053,0,0,0,40421.05263,0,0,0,0,0,0,134736.8421,151578.9474,0,0,0,0,0,0,0,37894.73684,40421.05263,0,0,0,0,117894.7368,153984.9624,0,0,0,0,0,0,0,0,13473.68421,0,0,0,0,0,0,0,86616.54135,134736.8421,151578.9474,101052.6316,151578.9474,50526.31579,202105.2632,36746.41148,20907.44102,0,0,0,0,18373.20574,25263.15789,10637.11911,50526.31579,67368.42105,101052.6316
"P166",0,101052.6316,0,67368.42105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44912.2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50526.31579,0,0,0,0,0,0,0,0,0,0,0,0,10637.11911,25263.15789,33684.21053,0
"P168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40421.05263,0,55119.61722,25263.15789,0,0,0,0,0,0,0,0,0,0,0,24497.60766,27876.58802,18947.36842,75789.47368,67368.42105,85096.95291,6124.401914,42105.26316,95734.07202,0,33684.21053,25263.15789
"P173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26078.09847,88421.05263,40421.05263,22456.14035,33684.21053,28872.18045,57744.3609,0,9624.06015,0,0,0,0,101052.6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12248.80383,0,6315.789474,12631.57895,26947.36842,42548.47645,6124.401914,16842.10526,0,0,0,0
"P174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461954.8872,522105.2632,298345.8647,151578.9474,242526.3158,67368.42105,101052.6316,0,0,0,0,0,44912.2807,146985.6459,75789.47368,247017.5439,336842.1053,134736.8421,101052.6316,0,0,50526.31579,0,0,151578.9474,151578.9474,0,0,0,37894.73684,67368.42105,74459.8338,0,0,0,75789.47368,0,50526.31579
"P175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121263.1579,33684.21053,80842.10526,28872.18045,50526.31579,0,385837.3206,158796.9925,0,0,0,0,0,0,33684.21053,0,33684.21053,0,0,0,0,33684.21053,0,144360.9023,0,0,50526.31579,40421.05263,0,404210.5263,0,0,0,0,0,0,0,25263.15789,157192.9825,0,0,0,28872.18045,0,0,0,0,0,0,0,0,0,0,148210.5263,414847.6454,0,16842.10526,0,0,33684.21053,0
"P176",0,0,0,0,0,40421.05263,33684.21053,0,80842.10526,0,16842.10526,0,0,0,33684.21053,375338.3459,363789.4737,336842.1053,121263.1579,57744.3609,151578.9474,101052.6316,36746.41148,57744.3609,14436.09023,0,33684.21053,22456.14035,28872.18045,168421.0526,33684.21053,28872.18045,67368.42105,19558.57385,37894.73684,20210.52632,44912.2807,33684.21053,57744.3609,0,16842.10526,0,151578.9474,0,134736.8421,101052.6316,0,0,67368.42105,67368.42105,80842.10526,22456.14035,36746.41148,75789.47368,336842.1053,404210.5263,336842.1053,101052.6316,28872.18045,67368.42105,50526.31579,0,101052.6316,0,0,55119.61722,69691.47005,25263.15789,315789.4737,161684.2105,223379.5014,18373.20574,50526.31579,21274.23823,0,101052.6316,0
"P177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28872.18045,40421.05263,33684.21053,0,0,50526.31579,101052.6316,330717.7033,187669.1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13039.04924,0,0,0,0,0,0,16842.10526,9624.06015,50526.31579,40421.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24497.60766,27876.58802,0,12631.57895,13473.68421,0,0,0,0,25263.15789,0,0
"P179",0,0,0,0,0,0,0,0,0,13473.68421,0,28872.18045,0,0,0,0,0,0,0,0,252631.5789,269473.6842,0,14436.09023,0,0,0,0,0,0,0,0,0,19558.57385,0,20210.52632,22456.14035,0,28872.18045,57744.3609,16842.10526,0,50526.31579,40421.05263,0,0,50526.31579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50526.31579,0,0,6124.401914,0,12631.57895,0,13473.68421,0,0,0,0,0,0,0
"P180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50526.31579,0,67368.42105,0,50526.31579,0,0,0,13473.68421,0,0,0,0,0,67368.42105,101052.6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25263.15789,0,0
"P181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30622.00957,48784.02904,37894.73684,50526.31579,26947.36842,148919.6676,0,0,0,0,0,0
"P184",0,0,0,0,0,40421.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13473.68421,16842.10526,89824.5614,0,0,0,0,33684.21053,13039.04924,0,0,44912.2807,33684.21053,0,28872.18045,0,0,50526.31579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252631.5789,53894.73684,234016.6205,0,0,0,0,0,0
"P187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75789.47368,0,67368.42105,67368.42105,2122105.263,0,0,0,0,0,0,0,6124.401914,0,0,391578.9474,26947.36842,148919.6676,30622.00957,0,0,0,0,0
"P191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373.20574,0,0,0,0,0,0,134736.8421,0,0,0,0,0,0,0,0,0,0,0,12248.80383,0,0,0,0,0
"P192",0,101052.6316,0,0,22456.14035,0,33684.21053,80842.10526,0,67368.42105,50526.31579,0,121263.1579,0,0,57744.3609,40421.05263,33684.21053,0,0,25263.15789,33684.21053,36746.41148,14436.09023,101052.6316,80842.10526,50526.31579,157192.9825,28872.18045,67368.42105,33684.21053,57744.3609,33684.21053,26078.09847,75789.47368,60631.57895,44912.2807,67368.42105,28872.18045,115488.7218,84210.52632,19248.1203,101052.6316,80842.10526,67368.42105,505263.1579,101052.6316,101052.6316,0,0,26947.36842,0,36746.41148,25263.15789,89824.5614,67368.42105,0,0,0,0,151578.9474,151578.9474,0,50526.31579,50526.31579,0,6969.147005,6315.789474,88421.05263,26947.36842,53185.59557,0,0,0,50526.31579,101052.6316,50526.31579
"P193",50526.31579,101052.6316,0,134736.8421,89824.5614,40421.05263,33684.21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72180.45113,26947.36842,50526.31579,112280.7018,0,0,33684.21053,0,0,0,0,0,0,33684.21053,0,28872.18045,16842.10526,0,0,0,0,0,0,0,0,0,0,44912.2807,0,0,22456.14035,0,134736.8421,0,86616.54135,0,0,0,0,50526.31579,101052.6316,0,0,0,0,0,0,12248.80383,16842.10526,10637.11911,0,101052.6316,101052.6316
"P194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26947.36842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50526.31579,0,0,101052.6316,0,0,0,67368.42105,0,0,0,0,0,0,0,0,0,67368.42105,0,151578.9474,0,0,101052.6316,0,0,0,0,0,0,0,0,0,126315.7895,33684.21053,0
"P195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43308.27068,14436.09023,26947.36842,0,0,0,0,0,0,0,13039.04924,12631.57895,20210.52632,0,0,0,28872.18045,16842.10526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637.11911,0,0,0,0,0,0
"P196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52156.19694,12631.57895,60631.57895,0,33684.21053,259849.6241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12248.80383,0,0,0,0,0,0,0,0,0,0,0
"P197",0,0,0,0,0,0,0,0,0,13473.68421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67368.42105,0,134736.8421,0,33684.21053,33684.21053,28872.18045,0,260780.9847,12631.57895,0,22456.14035,0,0,28872.18045,50526.31579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P200",0,0,0,0,0,0,11228.07018,121263.1579,0,13473.68421,0,0,20210.52632,0,0,0,0,0,0,0,0,0,0,0,86616.54135,67368.42105,0,381754.386,0,0,0,0,0,0,25263.15789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151578.9474,0,0,0,0,0,0,0,12248.80383,0,10637.11911,0,0,25263.15789
"P201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6519.524618,12631.57895,40421.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13473.68421,0,18373.20574,0,22456.14035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6124.401914,8421.052632,10637.11911,75789.47368,0,25263.15789
"P205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67368.42105,168421.0526,112280.7018,0,0,0,0,0,0,0,0,0,0,115488.7218,0,0,19248.1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50526.31579,40421.05263,67368.42105,0,353684.2105,404210.5263,67368.42105,0,188631.5789,0,18373.20574,0,0,0,0,0,0,0,0,0,0,0,303157.8947,0,0,0,0,0,0,0,0,0,75789.47368,0,0
"P207",0,0,0,0,0,0,0,0,80842.10526,0,0,0,0,0,0,0,0,0,0,0,0,33684.21053,0,0,0,0,0,0,0,0,0,0,0,32597.62309,75789.47368,60631.57895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22456.14035,18373.20574,25263.15789,0,0,0,101052.6316,144360.9023,0,0,0,0,0,0,0,0,0,0,0,0,67368.42105,0,0,0,0,0
"P212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373.20574,14436.09023,0,0,0,0,0,33684.21053,0,0,0,6519.524618,12631.57895,40421.05263,44912.2807,134736.8421,57744.3609,0,50526.31579,38496.2406,0,0,0,0,0,101052.6316,0,0,13473.68421,44912.2807,36746.41148,25263.15789,67368.42105,67368.42105,134736.8421,505263.1579,86616.54135,67368.42105,0,0,0,101052.6316,0,0,0,12631.57895,0,0,0,0,16842.10526,0,0,33684.21053,25263.15789
"P214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57744.3609,33684.21053,0,28872.18045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115488.7218,0,0,0,0,0,101052.6316,0,0,0,0,0,0,6124.401914,16842.10526,21274.23823,0,0,0
"P215",0,0,0,0,247017.5439,101052.6316,0,121263.1579,363789.4737,175157.8947,353684.2105,173233.0827,0,20210.52632,0,0,0,0,0,57744.3609,0,0,0,28872.18045,115488.7218,107789.4737,0,0,0,0,0,0,33684.21053,6519.524618,50526.31579,40421.05263,44912.2807,0,86616.54135,57744.3609,16842.10526,9624.06015,0,0,67368.42105,50526.31579,0,0,0,0,0,112280.7018,183732.0574,126315.7895,0,336842.1053,606315.7895,0,0,0,252631.5789,0,0,0,606315.7895,12248.80383,6969.147005,12631.57895,0,13473.68421,0,0,0,21274.23823,75789.47368,0,0
"P216",353684.2105,404210.5263,115488.7218,202105.2632,336842.1053,202105.2632,0,0,525473.6842,175157.8947,286315.7895,144360.9023,0,40421.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37894.73684,20210.52632,0,0,0,0,16842.10526,0,0,0,0,50526.31579,0,0,0,0,0,22456.14035,0,0,22456.14035,471578.9474,404210.5263,505263.1579,202105.2632,1818947.368,606315.7895,555789.4737,50526.31579,252631.5789,101052.6316,0,0,0,25263.15789,0,0,12248.80383,25263.15789,0,0,0,0
"P217",202105.2632,0,28872.18045,269473.6842,0,60631.57895,0,0,0,0,0,0,0,60631.57895,0,0,0,0,0,0,0,0,0,0,0,0,0,22456.14035,0,0,0,0,33684.21053,0,0,0,0,0,0,0,0,19248.1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67368.42105,50526.31579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P273",0,0,0,0,0,0,0,0,0,0,0,14436.09023,0,0,0,0,0,0,0,0,0,33684.21053,0,0,0,0,0,0,0,0,0,28872.18045,33684.21053,0,0,0,0,0,0,0,0,0,50526.31579,0,67368.42105,101052.6316,0,0,0,67368.42105,13473.68421,0,0,0,22456.14035,0,0,0,0,0,0,50526.31579,0,0,0,12248.80383,0,18947.36842,12631.57895,0,0,0,0,0,0,0,0
"P275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33684.21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13039.04924,12631.57895,202105.2632,269473.6842,33684.21053,0,0,0,0,0,0,0,202105.2632,50526.31579,0,0,0,0,538947.3684,110239.2344,151578.9474,67368.42105,0,134736.8421,202105.2632,57744.3609,0,0,0,0,0,0,0,0,0,88421.05263,0,0,0,0,0,0,0,0
"P276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16842.10526,0,0,0,0,0,0,707368.4211,67368.42105,67368.42105,13473.68421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67368.42105,50526.31579
"P277",0,0,0,0,112280.7018,80842.10526,67368.42105,40421.05263,202105.2632,0,33684.21053,28872.18045,20210.52632,80842.10526,33684.21053,202105.2632,363789.4737,101052.6316,40421.05263,144360.9023,25263.15789,33684.21053,0,28872.18045,43308.27068,13473.68421,0,0,28872.18045,0,33684.21053,28872.18045,235789.4737,0,0,0,0,0,0,0,0,9624.06015,0,0,0,0,0,0,0,0,0,44912.2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P278",101052.6316,0,0,0,0,60631.57895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373.20574,14436.09023,0,0,0,0,0,0,0,0,0,0,0,0,0,404210.5263,923909.7744,0,0,38496.2406,0,0,0,0,0,606315.7895,67368.42105,336842.1053,0,0,0,0,0,0,0,505263.1579,0,67368.42105,202105.2632,50526.31579,0,0,0,0,0,0,0,0,0,24497.60766,0,0,631578.9474,437894.7368,480000
"P281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57744.3609,0,0,0,0,0,0,18373.20574,0,0,0,0,0,0,0,0,0,101052.6316,0,0,101052.6316,0,0,0,0,33684.21053,0,50526.31579,40421.05263,67368.42105,0,0,101052.6316,67368.42105,67368.42105,0,134736.8421,36746.41148,0,44912.2807,0,67368.42105,0,0,67368.42105,0,50526.31579,0,50526.31579,0,0,0,0,0,0,0,104114.8325,84210.52632,53185.59557,0,0,0
"P282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44912.2807,235789.4737,433082.7068,0,0,0,0,0,0,0,0,0,0,0,0,224561.4035,0,50526.31579,44912.2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16842.10526,42548.47645,25263.15789,0,0
"P283",0,0,0,0,44912.2807,0,0,0,0,0,0,43308.27068,0,0,0,28872.18045,80842.10526,33684.21053,40421.05263,28872.18045,0,33684.21053,0,43308.27068,0,0,16842.10526,0,0,202105.2632,336842.1053,375338.3459,336842.1053,91273.34465,164210.5263,181894.7368,224561.4035,336842.1053,230977.4436,115488.7218,101052.6316,0,101052.6316,40421.05263,67368.42105,0,202105.2632,0,0,0,13473.68421,336842.1053,36746.41148,126315.7895,112280.7018,0,202105.2632,101052.6316,0,0,0,50526.31579,50526.31579,101052.6316,50526.31579,0,20907.44102,12631.57895,25263.15789,53894.73684,21274.23823,79617.22488,50526.31579,138282.5485,0,0,0
"P286",0,101052.6316,0,0,0,0,0,0,0,0,33684.21053,0,0,0,0,0,0,0,0,0,25263.15789,33684.21053,0,0,0,0,0,22456.14035,28872.18045,0,0,0,0,6519.524618,37894.73684,161684.2105,404210.5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P287",0,101052.6316,0,0,0,60631.57895,33684.21053,40421.05263,282947.3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50526.31579,101052.6316,67368.42105,0,0,22456.14035,18373.20574,0,0,0,0,0,0,0,151578.9474,50526.31579,50526.31579,0,50526.31579,0,6969.147005,0,0,13473.68421,21274.23823,0,8421.052632,10637.11911,0,0,0
"P288",0,0,0,0,0,0,0,40421.05263,121263.1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16842.10526,0,0,0,0,0,0,0,0,0,0,0,0,28872.18045,0,0,0,0,0,0,0,0,0,0,0,44912.2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33684.21053,0
"P291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22456.14035,0,25263.15789,22456.14035,67368.42105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373.20574,0,31911.35734,0,33684.21053,25263.15789
