,TN,TP,Algae,Cyanobacteria,Rotifer,Cladocera,Copepod
138,0.19507,0.01567,0.682926829,0.4,0.888888889,0,0
139,0.08213,0.01175,0.734693878,0.666666667,0.615384615,0,0.285714286
140,0.1232,0.00392,0.772727273,0.666666667,0.769230769,0,0.285714286
141,0.16449,0.01151,0.714285714,0.4,0.666666667,0,0.285714286
142,0.12351,0.01149,0.7,0.666666667,0.714285714,0,0
143,0.25891,0.02749,0.782608696,0,0.727272727,0,0
144,0.23001,0.00351,0.772727273,0.4,0.666666667,0,0
145,0.26211,0.03231,0.808510638,0.4,0.727272727,0,0.285714286
146,0.03321,0.03231,0.702702703,0.4,0,0,0.285714286
147,0.35935,0.03134,0.648648649,0.666666667,0.545454545,0,0
148,0.26695,0.02742,0.680851064,0.666666667,0.666666667,0,0
149,0.15161,0.02406,0.734693878,0.5,0.666666667,0,0.285714286
150,0.48768,0.00979,0.424242424,0,0,0,0
151,0.55442,0.06071,0.631578947,0.666666667,0.545454545,0,0.333333333
152,0.60062,0.00784,0.731707317,0.4,0.4,0,0
153,0.28748,0.01567,0.514285714,0.4,0.727272727,0,0.333333333
154,0.11807,0.02938,0.761904762,0.666666667,0.857142857,0,0
155,0.17454,0.0333,0.684210526,1,0.933333333,0,0
156,0.27721,0.02938,0.761904762,0.857142857,0.857142857,0,0.333333333
157,0.11807,0.01176,0.594594595,0.666666667,0.857142857,0,0.333333333
158,0.20021,0.01763,0.631578947,0.666666667,0.727272727,0,0.333333333
159,0.15914,0.03526,0.7,1,0.857142857,0,0
160,0.35934,0.02742,0.666666667,0.8,0.8,0,0
161,0.37988,0.03134,0.731707317,0.8,0.909090909,0,0
162,0.05641,0.01959,0.7,0.8,0.833333333,0,0
163,0.44148,0.03134,0.790697674,1,1,0.666666667,0
164,0.40041,0.03526,0.790697674,1,0.888888889,0,0
165,0.49282,0.03526,0.790697674,0.666666667,1,0,0
166,0.57495,0.03134,0.790697674,0.8,0.8,0.666666667,0
167,0.51335,0.03134,0.731707317,0.857142857,0.888888889,0.666666667,0
168,0.60575,0.02742,0.7,0.8,0.8,0,0
169,0.32854,0.02742,0.666666667,0.666666667,0.769230769,0.666666667,0
170,0.52362,0.03134,0.631578947,0.857142857,0.666666667,0.666666667,0
171,0.43121,0.02742,0.631578947,0.666666667,0.666666667,0.666666667,0
172,0.39015,0.03134,0.666666667,0.857142857,0.833333333,0,0
173,0.42095,0.03134,0.7,0.857142857,0,0,0.333333333
174,0.32854,0.01763,0.666666667,1,0.75,0,0
175,0.26694,0.01763,0.666666667,0.857142857,0.571428571,0,0
176,0.18481,0.01371,0.666666667,0.8,0.4,0.666666667,0
177,0.17454,0.01763,0.7,0.857142857,0.923076923,0,0
178,0.21561,0.02155,0.666666667,0.666666667,0.833333333,0.666666667,0.333333333
179,0.13347,0.01959,0.7,0.666666667,0.857142857,0,0
180,0.20534,0.01959,0.7,0.666666667,0.75,0,0
181,0.23614,0.01176,0.666666667,0.666666667,0.8,0,0
182,0.37988,0.01567,0.631578947,0.666666667,0.444444444,0,0.333333333
183,0.40041,0.01176,0.666666667,0.666666667,0.545454545,0,0
184,0.39015,0.00784,0.666666667,0.666666667,0.666666667,0,0
185,0.15401,0.00784,0.7,0.8,0.545454545,0,0
186,0.15401,0.00783,0.594594595,0.666666667,0.666666667,0,0
187,0.0308,0.01567,0.594594595,0.666666667,0.545454545,0,0
188,0.0308,0.02742,0.514285714,0.666666667,0.545454545,0,0.571428571
189,0.01027,0.02742,0.631578947,0.666666667,0.4,0,0
190,0.27721,0.01959,0.666666667,0.666666667,0.6,0,0.333333333
191,0.14374,0.01567,0.709677419,0.666666667,0.545454545,0,0
192,0.10267,0.01959,0.818181818,0.666666667,0.769230769,0,0
193,0.21561,0.01959,0.731707317,0.666666667,0.666666667,0,0
194,0.0308,0.03134,0.731707317,0.4,0.666666667,0,0.4
195,0.17454,0.03526,0.761904762,0.666666667,0.666666667,0,0
196,0.07317,0.02351,0.736842105,0.8,0.545454545,0,0
197,0.03417,0.02742,0.608695652,0.666666667,0.545454545,0,0
198,0.20534,0.01959,0.7,0.666666667,0.545454545,0,0.333333333
199,0.11294,0.01959,0.761904762,0.666666667,0.666666667,0,0
200,0.10267,0.02351,0.761904762,0.8,0.666666667,0,0
201,0,0.02742,0.790697674,0.666666667,0.545454545,0,0
202,0.05134,0.03134,0.761904762,0.666666667,0.6,0,0
203,0.05134,0.03134,0.761904762,0.666666667,0.666666667,0,0
204,0.17454,0.03134,0.666666667,0.666666667,0.571428571,0,0
205,0.01027,0.02742,0.684210526,0.666666667,0.75,0,0.4
206,0,0.02742,0.685714286,0.666666667,0.5,0,0.4
207,0.0924,0.03134,0.647058824,0.8,0,0,0
208,0.05134,0.02742,0.685714286,0.8,0,0,0
209,0.13347,0.02351,0.647058824,0.666666667,0,0,0
210,0.09183,0.01567,0.684210526,0.666666667,0.4,0,0
211,0.24641,0.01959,0.7,0.666666667,0.75,0,0
212,0.13347,0.01567,0.666666667,0.666666667,0.666666667,0,0.333333333
213,0.17454,0.00784,0.790697674,0.857142857,0.666666667,0,0
214,0.21583,0.00759,0.7,0.666666667,0.666666667,0,0
215,0.07217,0.01541,0.761904762,0.666666667,0.545454545,0,0
216,0.20757,0.03141,0.761904762,0.4,0.923076923,0,0
217,0.17867,0.00041,0.790697674,0.666666667,1,0,0
218,0.21077,0.03623,0.790697674,0.666666667,1,0,0.333333333
219,0.01813,0.03623,0.736842105,0.4,0.857142857,0,0
220,0.30801,0.03526,0.80952381,0.666666667,0.769230769,0,0
221,0.21561,0.03134,0.731707317,0.666666667,0.666666667,0,0
222,0.10027,0.02798,0.666666667,0.5,0.8,0,0.333333333
223,0.06674,0.05092,0.4,0,0.285714286,0,0.333333333
224,0.11294,0.01763,0.5,0,0.285714286,0,0
225,0.2002,0.02546,0.5,0,0.8,0,0.333333333
226,0.60575,0.03917,0.711111111,0,1,0,0
227,0.66222,0.04309,0.648648649,0,1,0,0
228,0.76489,0.03917,0.714285714,0.571428571,0.8,0,0.333333333
229,0.60575,0.02155,0.595744681,0.285714286,0.8,0,0.333333333
230,0.68789,0.02742,0.533333333,0.4,0.666666667,0,0.333333333
231,0.64682,0.04505,0.695652174,0.666666667,0.8,0,0
232,0.84702,0.03721,0.68,0,0.8,0,0
233,0.86756,0.04113,0.625,0.5,0.909090909,0,0
234,0.54409,0.02938,0.666666667,0,0.909090909,0,0
235,0.92916,0.04113,0.705882353,0.8,1,0.666666667,0
236,0.88809,0.04505,0.705882353,0.8,0.888888889,0,0
237,0.9805,0.04505,0.681818182,0.571428571,1,0,0
238,1.06263,0.04113,0.730769231,0.5,0.909090909,0.666666667,0
239,1.00103,0.04113,0.693877551,0.4,0.888888889,0.666666667,0
240,1.09343,0.03721,0.651162791,0,0.8,0,0
241,0.81622,0.03721,0.68,0.333333333,0.666666667,0.666666667,0
242,1.0113,0.04113,0.653061224,0.571428571,0.5,0.666666667,0
243,0.91889,0.03721,0.653061224,0.333333333,0.666666667,0.666666667,0
244,0.87783,0.04113,0.666666667,0.4,0.8,0,0
245,0.90863,0.04113,0.72,0.571428571,0,0,0.333333333
246,0.81622,0.02742,0.730769231,0.5,0.75,0,0
247,0.75462,0.02742,0.595744681,0.4,0.571428571,0,0
248,0.67249,0.0235,0.653061224,0,0.4,0.666666667,0
249,0.66222,0.02742,0.625,0.4,0.909090909,0,0
250,0.70329,0.03134,0.666666667,0.571428571,0.8,0.666666667,0.333333333
251,0.62115,0.02938,0.571428571,0,0.8,0,0
252,0.28234,0.02938,0.68,0.333333333,0.75,0,0
253,0.25154,0.02155,0.625,0,0.8,0,0
254,0.1078,0.02546,0.533333333,0,0.5,0,0.333333333
255,0.08727,0.02155,0.705882353,0.333333333,0.5,0,0
256,0.09753,0.01763,0.68,0.333333333,0.5,0,0
257,0.33367,0.01763,0.68,0,0.5,0,0
258,0.33367,0.00196,0.595744681,0.4,0.5,0,0
259,0.51848,0.02546,0.708333333,0,0.5,0,0
260,0.51848,0.03721,0.565217391,0.333333333,0.5,0,0.571428571
261,0.49795,0.03721,0.68,0.5,0.5,0,0
262,0.76489,0.02938,0.709677419,0.4,0.5,0,0.333333333
263,0.63142,0.02546,0.709677419,0.5,0.5,0,0
264,0.59035,0.02938,0.682926829,0.5,0.8,0,0
265,0.70329,0.02938,0.723404255,0.5,0.5,0,0
266,0.51848,0.04113,0.711111111,0.285714286,0.666666667,0,0.4
267,0.66222,0.04505,0.711111111,0.4,0.666666667,0,0
268,0.56085,0.0333,0.702702703,0.5,0.5,0,0
269,0.52185,0.03721,0.608695652,0,0.666666667,0,0
270,0.28234,0.02938,0.636363636,0.5,0.666666667,0,0.333333333
271,0.37474,0.02938,0.65,0.5,0.666666667,0,0
272,0.38501,0.0333,0.714285714,0,0.666666667,0,0
273,0.48768,0.03721,0.727272727,0,0.666666667,0,0
274,0.43634,0.04113,0.739130435,0.5,0.666666667,0,0
275,0.43634,0.04113,0.653061224,0.6,0.666666667,0,0
276,0.31314,0.04113,0.595744681,0,0.571428571,0,0
277,0.47741,0.03721,0.571428571,0,0.75,0,0.4
278,0.48768,0.03721,0.516129032,0,0.5,0,0.4
279,0.39528,0.04113,0.5625,0,0,0,0
280,0.43634,0.03721,0.466666667,0,0,0,0
281,0.35421,0.0333,0.466666667,0.333333333,0,0,0
282,0.39585,0.02546,0.529411765,0,0.4,0,0
283,0.24127,0.02938,0.615384615,0,0.75,0,0
284,0.35421,0.02546,0.705882353,0.5,0.666666667,0,0.333333333
285,0.31314,0.01763,0.714285714,0.4,0.666666667,0,0
286,0.27185,0.0022,0.65,0.285714286,0.666666667,0,0
287,0.55985,0.0252,0.731707317,0.4,0.5,0,0
288,0.69525,0.0412,0.666666667,0.444444444,0.909090909,0,0
289,0.66635,0.0102,0.682926829,0.333333333,1,0,0
290,0.69845,0.04602,0.666666667,0.333333333,1,0,0.333333333
291,0.46955,0.04602,0.666666667,0,0.857142857,0,0
292,0.79569,0.04505,0.611111111,0.571428571,0.8,0,0
293,0.70329,0.04113,0.734693878,0,0.666666667,0,0
294,0.58795,0.03777,0.653061224,0,0.8,0,0.333333333
295,0.0462,0.06855,0.457142857,0,0.5,0,0.285714286
296,0.26694,0.07638,0.444444444,0,0.6,0.5,0.333333333
297,0.67249,0.09009,0.697674419,0,0.857142857,0,0
298,0.72896,0.09401,0.611111111,0,0.75,0,0.333333333
299,0.83163,0.09009,0.682926829,0.666666667,0.666666667,0,0.333333333
300,0.67249,0.07247,0.526315789,0.4,0.769230769,0,0.333333333
301,0.75463,0.07834,0.526315789,0.666666667,0.833333333,0,0.333333333
302,0.71356,0.09597,0.564102564,0.666666667,0.714285714,0.4,0.285714286
303,0.91376,0.08813,0.666666667,0,0.5,0,0
304,0.9343,0.09205,0.6,0.8,0.666666667,0,0.333333333
305,0.61083,0.0803,0.697674419,0.8,0.833333333,0,0.285714286
306,0.9959,0.09205,0.634146341,0.8,0.75,0.5,0.285714286
307,0.95483,0.09597,0.634146341,0.8,0.75,0,0.285714286
308,1.04724,0.09597,0.634146341,0.666666667,0.666666667,0,0.285714286
309,1.12937,0.09205,0.634146341,0.8,0.666666667,0,0.285714286
310,1.06777,0.09205,0.666666667,0.857142857,0.75,0.5,0.285714286
311,1.16017,0.08813,0.666666667,0.8,0.8,0.5,0.285714286
312,0.88296,0.08813,0.6,0.857142857,0.615384615,0.666666667,0
313,1.07804,0.09205,0.526315789,0.857142857,0.545454545,0.4,0.333333333
314,0.98563,0.08813,0.486486486,0.666666667,0.666666667,0.4,0
315,0.94457,0.09205,0.666666667,0.857142857,0.727272727,0.666666667,0.285714286
316,0.97537,0.09205,0.666666667,0.857142857,0,0.666666667,0
317,0.88296,0.07834,0.634146341,0.8,0.75,0,0
318,0.82136,0.07834,0.486486486,0.857142857,0.571428571,0,0
319,0.73923,0.07442,0.564102564,0.8,0.666666667,0.666666667,0.285714286
320,0.72896,0.07834,0.564102564,0.857142857,0.833333333,0,0.285714286
321,0.77003,0.08226,0.666666667,0.666666667,0.833333333,0,0.285714286
322,0.68789,0.0803,0.634146341,0.666666667,0.769230769,0,0
323,0.34908,0.0803,0.564102564,0.666666667,0.75,0,0
324,0.31828,0.07247,0.526315789,0.666666667,0.666666667,0,0.285714286
325,0.17454,0.07638,0.526315789,0,0.727272727,0,0.285714286
326,0.15401,0.07247,0.755555556,0.666666667,0.75,0,0.285714286
327,0.16427,0.06855,0.697674419,0.666666667,0.666666667,0,0.333333333
328,0.40041,0.06855,0.6,0.8,0.545454545,0,0
329,0.40041,0.05288,0.6,0.666666667,0.545454545,0,0
330,0.58522,0.07638,0.697674419,0.666666667,0.461538462,0,0.333333333
331,0.58522,0.08813,0.526315789,0.666666667,0.666666667,0,0.333333333
332,0.56469,0.08813,0.526315789,0.666666667,0.615384615,0,0.285714286
333,0.83163,0.0803,0.666666667,0.666666667,0.6,0,0.285714286
334,0.69816,0.07638,0.666666667,0.666666667,0.461538462,0,0.285714286
335,0.65709,0.0803,0.682926829,0.666666667,0.4,0.4,0
336,0.77003,0.0803,0.697674419,0.666666667,0.461538462,0,0.285714286
337,0.58522,0.09205,0.727272727,0.666666667,0.5,0,0.4
338,0.72896,0.09597,0.697674419,0.857142857,0.571428571,0,0.285714286
339,0.62759,0.08422,0.736842105,1,0.571428571,0.4,0.285714286
340,0.58859,0.08813,0.608695652,0.666666667,0.461538462,0,0.285714286
341,0.34908,0.0803,0.564102564,0.666666667,0.571428571,0,0.333333333
342,0.44148,0.0803,0.65,0.666666667,0.461538462,0.4,0
343,0.45175,0.08422,0.744186047,0.8,0.571428571,0,0
344,0.55442,0.08813,0.727272727,0.857142857,0.714285714,0,0
345,0.50308,0.09205,0.697674419,0.666666667,0.727272727,0,0
346,0.50308,0.09205,0.6,0.666666667,0.714285714,0,0.285714286
347,0.37988,0.09205,0.6,0.857142857,0.333333333,0,0
348,0.54415,0.08813,0.684210526,0.666666667,0.333333333,0,0.4
349,0.55442,0.08813,0.647058824,0.666666667,0.5,0,0.4
350,0.46202,0.09205,0.5625,0.8,0.5,0,0.285714286
351,0.50308,0.08813,0.5625,0.8,0.666666667,0,0
352,0.42095,0.08422,0.516129032,0.666666667,0,0,0.333333333
353,0.46259,0.07638,0.571428571,0.4,0.4,0,0.333333333
354,0.30801,0.0803,0.615384615,0.4,0.571428571,0,0
355,0.42095,0.07638,0.666666667,0.4,0.5,0,0.285714286
356,0.37988,0.06855,0.714285714,0.857142857,0.666666667,0,0.285714286
357,0.33859,0.05312,0.744186047,0.4,0.4,0,0.285714286
358,0.62659,0.07612,0.761904762,0.666666667,0.5,0,0
359,0.76199,0.09212,0.727272727,0.666666667,0.6,0,0
360,0.73309,0.06112,0.65,0.857142857,0.666666667,0,0
361,0.76519,0.09694,0.697674419,0.857142857,0.833333333,0,0.285714286
362,0.53629,0.09694,0.628571429,0.666666667,0.666666667,0,0.285714286
363,0.86243,0.09597,0.648648649,0.857142857,0.666666667,0,0
364,0.77003,0.09205,0.697674419,0.666666667,0.666666667,0,0
365,0.65469,0.08869,0.634146341,0.5,0.8,0,0.285714286
366,0.31314,0.00783,0.411764706,0.333333333,0.727272727,0.5,0
367,0.71869,0.02154,0.682926829,0,1,0,0
368,0.77516,0.02546,0.571428571,0,0.8,0,0
369,0.87783,0.02154,0.615384615,0.75,0.769230769,0,0
370,0.71869,0.00392,0.578947368,0.571428571,0.769230769,0,0
371,0.80083,0.00979,0.540540541,0.666666667,0.6,0,0
372,0.75976,0.02742,0.615384615,0.666666667,0.8,0,0.285714286
373,0.95996,0.01958,0.65,0,0,0,0
374,0.9805,0.0235,0.540540541,0.8,0.666666667,0,0
375,0.65703,0.01175,0.682926829,0.8,0.727272727,0,0
376,1.0421,0.0235,0.578947368,0.8,0.888888889,0.5,0.285714286
377,1.00103,0.02742,0.615384615,0.8,0.75,0,0.285714286
378,1.09344,0.02742,0.615384615,0.75,0.857142857,0.5,0.285714286
379,1.17557,0.0235,0.682926829,0.8,0.666666667,0.666666667,0.285714286
380,1.11397,0.0235,0.682926829,0.857142857,0.571428571,0.5,0.285714286
381,1.20637,0.01958,0.65,0.8,0.5,0.5,0
382,0.92916,0.01958,0.578947368,0.75,0.615384615,0.5,0
383,1.12424,0.0235,0.5,0.888888889,0.666666667,0.5,0
384,1.03183,0.01958,0.540540541,0.75,0.5,0.5,0
385,0.99077,0.0235,0.736842105,0.857142857,0.923076923,0.5,0.285714286
386,1.02157,0.0235,0.682926829,0.888888889,0,0.5,0.333333333
387,0.92916,0.00979,0.615384615,0.8,0.75,0,0
388,0.86756,0.00979,0.540540541,0.857142857,0.75,0,0
389,0.78543,0.00587,0.65,0.8,0.666666667,0.5,0.285714286
390,0.77516,0.00979,0.615384615,0.857142857,0.833333333,0,0.285714286
391,0.81623,0.01371,0.714285714,0.75,0.6,0,0.285714286
392,0.73409,0.01175,0.65,0.666666667,0.666666667,0,0
393,0.39528,0.01175,0.540540541,0.75,0.75,0,0
394,0.36448,0.00392,0.578947368,0.666666667,0.666666667,0,0
395,0.22074,0.00783,0.5,0,0.444444444,0,0.285714286
396,0.20021,0.00392,0.714285714,0.75,0.5,0.5,0
397,0.21047,0,0.65,0.75,0.666666667,0,0
398,0.44661,0,0.682926829,0.8,0.4,0,0
399,0.44661,0.01567,0.682926829,0.666666667,0.545454545,0,0
400,0.63142,0.00783,0.682926829,0.666666667,0.5,0.5,0
401,0.63142,0.01958,0.615384615,0.75,0.4,0,0.333333333
402,0.61089,0.01958,0.615384615,0.75,0.615384615,0,0
403,0.87783,0.01175,0.666666667,0.666666667,0.25,0,0.285714286
404,0.74436,0.00783,0.620689655,0.75,0.5,0.5,0
405,0.70329,0.01175,0.615384615,0.75,0.545454545,0,0
406,0.81623,0.01175,0.615384615,0.75,0.363636364,0.5,0
407,0.63142,0.0235,0.682926829,0.571428571,0.615384615,0.5,0
408,0.77516,0.02742,0.682926829,0.666666667,0.5,0.5,0
409,0.67379,0.01567,0.666666667,1,0.5,0.5,0
410,0.63479,0.01958,0.545454545,0.666666667,0.615384615,0,0
411,0.39528,0.01175,0.578947368,0.75,0.5,0,0
412,0.48768,0.01175,0.65,0.75,0.615384615,0,0
413,0.49795,0.01567,0.714285714,0.8,0.714285714,0,0
414,0.60062,0.01958,0.744186047,0.666666667,0.714285714,0.5,0
415,0.54928,0.0235,0.714285714,0.75,0.727272727,0,0
416,0.54928,0.0235,0.540540541,0.75,0.8,0,0
417,0.42608,0.0235,0.682926829,0.666666667,0.333333333,0,0
418,0.59035,0.01958,0.717948718,0.666666667,0.571428571,0,0
419,0.60062,0.01958,0.685714286,0.666666667,0.5,0,0
420,0.50822,0.0235,0.606060606,0.8,0,0,0
